author,content,country,date,id,rating,title,version,vote_count,vote_sum
XhulianaB,Sehr hilfreich und schnell,de,2025-12-05T03:17:44-07:00,13477356759,5,App,20.1.2,0,0
Tatiana Schmidt,"Ich war anfangs sehr begeistert von meinem HP 2700 Series Drucker. Die Einrichtung war einfach und meine Dokumente wurden innerhalb weniger Sekunden sauber gedruckt. Doch seit der Einführung der neuen App ist die Nutzung praktisch unmöglich geworden.

Der Drucker verliert ständig die Verbindung zum Netzwerk. Vor jedem einzelnen Druckauftrag muss ich den Drucker manuell entfernen und wieder neu hinzufügen. Selbst dann dauert es ewig, bis irgendetwas funktioniert, wenn überhaupt. Zusätzlich werden die Seitenränder meiner Dateien nicht mehr korrekt gedruckt, was mir heute sogar ein wichtiges Ereignis ruiniert hat, weil ich ein Dokument nicht rechtzeitig ausdrucken konnte.

Ich habe unzählige Neustarts und Netzwerktests durchgeführt, aber nichts hilft. Die Erfahrung ist extrem frustrierend, und ich bin sehr enttäuscht von der aktuellen Software. Für mich steht fest: Ich werde kein HP-Produkt mehr kaufen.",de,2025-12-05T02:50:44-07:00,13477285954,1,Enttäuscht,20.1.2,0,0
Michael_Dreßler,Man soll sich ein Konto erstellen und anmelden nur um zu drucken? Never!,de,2025-12-04T03:09:10-07:00,13473565284,1,Was soll das?,20.1.2,0,0
Uwe Sue,"Wie kann man eine App nur so kaputt patschen? Derzeit ist die App unbrauchbar, nichts funktioniert mehr! Ein Trauerspiel für so einen riesen Konzern wie HP.",de,2025-12-03T05:53:29-07:00,13470304873,1,Katastrophe,20.1.2,0,0
Intergalaktischerprotonengetri,"I need a user account to use the scanner, seriously?",de,2025-12-02T13:38:14-07:00,13467927914,1,Login to Scan?!?,20.1.2,0,0
Pictables,"Warum wird alles grundlegend geändert. Vorher konnte man sich eine Kachel mit Scannen auf die Startseite legen. Jetzt muss man den Drucker auswählen, nach unten scrollen und dann auf Scannen. Außerdem wird inzwischen ein Konto benötigt. Warum zur Hölle?",de,2025-12-02T07:40:02-07:00,13466860142,1,Schlechtes Update,20.1.2,0,0
Leider Alexander,"und letzter. Besonders „mag“ ich diese App, das funktioniert ab und zu. 
Muss man 10 Minuten warten, um es etwas ausdrucken",de,2025-12-02T06:06:04-07:00,13466547122,1,Mein erster Drücker HP,20.1.2,0,0
Mark L:,Ich liebe die Kamera Scan Funktion. Generell sollten die Drucker aber deutlich verkleinert werden und die Tinte muss auch wieder günstiger werden. Aktuell kommt bei mir recht viel Unmut auf da die sauteuren Patronen alle Nase lang leer sind.,de,2025-12-01T00:50:28-07:00,13461774179,5,Kamera Scan,20.1.2,0,0
valeriu2312de,"Jetzt hat alles geklappt wie sollen für eine scan, top
Hoffe am nächsten so bleibt einfach verwendbar🫡👍
Respekt für Leute dort arbeiten",de,2025-11-29T09:18:05-07:00,13455455851,5,Verbesserung,20.1.2,0,0
Dhfoxjccvc,Drucker ist schlecht schafft’s einfach nicht fünf Ausdrucke einfach normal zu machen muss man immer wieder abbrechen und einfach noch mal dann beginnen niemals noch mal HP Drücker kaufen,de,2025-11-28T03:55:06-07:00,13450302438,1,Schlecht,20.1.2,0,0
AndyPeck9000,The app is so buggy I cannot configure my printer with it,de,2025-11-27T13:17:02-07:00,13448276080,1,Not usable,20.1.2,0,0
ruklitfvö,"Nach dem letzten Update ist der Weg zum Kamerascan unnötig umständlich.
Das starten der APP dauert auch länger.
Schade, verschlimmbessert !",de,2025-11-27T08:08:51-07:00,13447350201,2,Kamera Scan umständlich,20.1.2,0,0
iGioi,"Die App verspricht auf der Main Menu Seite vieles. Gerade der Zugang zum Instant Inc Menu ist allerdings ein einziger Hürdenlauf mit Verweis auf eine externe URL. Es erweckt bei mir den Anschein, ich solle meinen aktuellen Verbrauch nur unter hohem Aufwand erfahren. Warum keine Angabe der bereits geduckten Seiten im HP Hauptmenü? Wäre dies zu komfortabel und transparent für den Kunden?",de,2025-11-26T22:47:25-07:00,13445862278,1,HP Smart?,20.1.2,0,0
Django76,"Einfach nur schrecklich, ich habe einen neuen HP9122e gekauft und wollte den Drucker mit der App einrichten. Der Drucker wird aber nicht gefunden. 
Nach 15 Minuten habe ich es dann noch mit einem S25 probiert. Ging auch nicht. Ich habe den Drucker dann über das Display eingerichtet. 

Zum Drucken werde ich diese schreckliche App nicht verwenden.",de,2025-11-26T04:15:48-07:00,13442842340,5,Nahezu unbrauchbar,20.1.2,0,0
SB_34279,Keine der Standard Funktionen klappt mehr wie Drucken vom Handy oder Foto Scan. Dazu noch fehlende oder kryptische Fehlermeldungen in der App. Leider nur noch Schrott.,de,2025-11-25T10:47:03-07:00,13440324020,1,Absolut unbrauchbar,20.1.2,0,0
Huoooppkkhg,Nix findet man,de,2025-11-24T13:08:33-07:00,13436908377,1,Schlimmes Update,20.1.2,0,0
cb2ko9f,"Leider funktioniert das versenden von gescannten Dokumenten direkt aus der App raus über die Mail App in iOS nicht. Es wird nur der Dokumentennamen verschickt, nicht aber der Inhalt oder das Dokument. Funktionierte mal. 
Lösung: gescanntes Dokument lokal Ablegen und über die Mail App dann explizit als Anhang verschicken.",de,2025-11-24T08:39:45-07:00,13436088381,2,Gescannte Dokumente werden nicht als Anhang gesendet.,20.1.2,0,0
Urholstein,Man muss zum Drucken ein Konto erstellen. Unangenehm.,de,2025-11-24T02:05:03-07:00,13434893200,3,Zwangsanmeldung,20.1.2,0,0
JReh96,Seit der Neuerung funktioniert gar nichts mehr …,de,2025-11-23T11:12:56-07:00,13432806310,1,Nicht gut.,20.1.2,0,0
Ouh Whaaat,Nie wieder HP. Ohne App kann man nicht drucken,de,2025-11-22T03:34:01-07:00,13427415076,1,Nie wieder HP. Ohne App kann man nicht drucken,20.1.2,0,0
andreas123132,"Dass HP über diese App vehement und vom ersten Augenblick an ihre Verbrauchsmaterialien verkaufen möchte: geschenkt! Da hätte ich nichts anderes erwartet.

Aber ich wollte den eingebauten Scanner vom iPhone aus nutzen. Sofort nach dem Auswählen der Funktion kommt die Aufforderung, sich anzumelden oder ein Konto anzulegen. Warum? Was ist bei einer lokalen Netzwerkverbindung so schwer, direkt auf den Drucker zuzugreifen. Selbst für die Druckfunktion, welche ohne Treiber oder Einrichtung aus dem Apple Druckmenü erreichbar ist, will die App eine Anmeldung haben.",de,2025-11-21T02:43:41-07:00,13423423520,1,Warum Anmeldung nötig?,20.1.2,0,0
Sheinberlin,"Since the new update, I can’t get the printer to work properly. Once a document is opened with app it takes ages for the ‘Print’ button to become available. It also doesn’t choose the printer automatically like it used to.",de,2025-11-20T13:18:44-07:00,13421588783,1,Doesn’t work well at all,20.1.2,0,0
gmmfavfvv,no company should require me to sign in to use their devices with their own official software,de,2025-11-20T11:14:15-07:00,13421258522,1,suspicious design,20.1.2,0,0
RebelRacer47829572982,"Ich wollte mit der App am iPad ein Dokument einscannen. Die Verbindung zu meinem Drucker funktioniert per WLAN, aber ohne Internet. Die App möchte aber Internet, um zu scannen. Es hätte so einfach sein können. Wozu braucht HP eine Internetverbindung, um meine Dokumente zu scannen. Ändert das bitte, dann fällt die Bewertung besser aus.",de,2025-11-20T06:26:48-07:00,13420378584,1,Warum ist WLAN notwendig um zu scannen,20.1.2,0,0
Pixelgenaues,Leider ist seit Update X die Scan und damit auch die Kopier und Faxfunktion unbrauchbar. Die gescannten Dokumente sind unscharf. Scan mit Iphone 14 Pro,de,2025-11-19T08:42:13-07:00,13417128694,1,Document Scan unbrauchbar,20.1.2,0,0
Noyb54267,"Mit der neuen Version funktioniert mein Drucker per Wifi vom Handy nicht mehr. Fehlermeldung, dass die Patronen (Plural!) falsch sitzen. Es ist aber ein einfarbiger Laserdrucker!
Drucken per USB geht problemlos!",de,2025-11-18T11:10:34-07:00,13413865497,1,#Unbrauchbar #Cloudzwang,20.1.2,0,0
Ist es Mega traurig,"Ist es gut zum Beispiel wenn man in sein Zimmer sitzt aber der Druck in einem anderen Zimmer ist, kann man einfach das Dokument fotografieren und dann an den Drucker schicken und mir gefällt auch die Qualität",de,2025-11-18T08:53:21-07:00,13413453925,5,Praktisch,20.1.2,0,0
Hallo ndkdje,Sie ist übersichtlich gestaltet und mehr ist nicht zu sagen !,de,2025-11-18T08:31:32-07:00,13413384743,5,HP App,20.1.2,0,0
Wommel80,Seit der neuen App geht nichts mehr. Selbst mit neuem Drucker!,de,2025-11-17T10:30:33-07:00,13409949725,1,Seit der neuen App geht nichts mehr. Selbst mit neuem Drucker!,20.1.2,0,0
Rentifaxer,"Ich rate davon ab, dieses Gerät zu kaufen. Mit diesem Gerät kann ich nicht auf die Schnelle faxen. Selbst wenn ich nur halbwegs intelligent und nur ein wenig dumm wäre, sollte es mir doch möglich sein, das Gerät mit wenigen Zwischenschritten dazu zu bringen ein Fax an eine von mir ausgewählte Adresse zu senden. Aber das funktioniert so nicht. Man hatte mir den Kauf schmackhaft gemacht und auf eine einfache Bedienung per App hingewiesen. Das ist jedoch ganz und gar nicht der Fall, sondern kompliziert und unüberschaubar für Leute, die kein phänomenales Gedächtnis haben. Mit dem HP Officejet Pro 8620 hatte ich keine Probleme! Kauft euch dieses Gerät besser nicht!",de,2025-11-17T01:20:00-07:00,13408279135,1,Faxfunktion des HP Smart Tank 7308,20.1.2,0,0
hanysy20,The worst App on the world,de,2025-11-16T14:00:46-07:00,13406709066,1,Opinion,20.1.2,0,0
Aba10,"Für mich ist die App ein #fail.
Ich kann die Werkzeuge zur Deuckqualität nicht aufrufen bzw. es passiert nichts, es wird nicht angezeigt. Der  SupportChat ist auch imho katastrophal, da auf eingaben (bzw CheckBixen selektion) falsch reagiert wird.  Für mich ein absolutes #fail die App..",de,2025-11-15T03:32:15-07:00,13400427362,1,geht vieles nicht,20.1.2,0,0
thaibo24,"Drucken und scannen, mehr möchte ich doch gar nicht.
Nach jedem Update gibt es Kopfschmerzen..",de,2025-11-15T01:31:28-07:00,13400088120,1,Nur Probleme,20.1.2,0,0
Radlfan 2112,"Diese nutzlose app verlangt ZWINGEND einen HP-Online-Account, selbst wenn man nur was drucken will. Dazu sitzt man erhebliche Zeit in einem
Loop aus Bilder-anklick-Schrott, kombiniert mit einer Flut an Verifikationsemails fest. Für NICHTS.
Statt diese app zu laden sollte man besser den ganzen HP-Krempel aussortieren und Tools anderer Hersteller nutzen. Ich bin jedenfalls geheilt.",de,2025-11-14T06:17:22-07:00,13396820871,1,Endloser Verifikationsloop und online-Account-Zwang,20.1.2,0,0
Loisel.l,"Am laufenden  Band Probleme beim drucken und scannen , einfach nervig",de,2025-11-14T02:51:10-07:00,13396138908,1,Bewertung Hep,20.1.2,0,0
Didi0815007,"Und wieder einmal hat es ein Hersteller geschafft eine App auf den Markt zu schmeißen die unübersichtlich, schlecht zu bedienen und unlogisch ist. Dazu kommen einige Fehler und Fehlfunktionen. Die alte App funktionierte immer, war übersichtlich und vor allen logisch aufgebaut, die neue hingegen das absolute Gegenteil!! Bitte wieder die alte Variante aktivieren und den App Entwickler sowie die Person, die es genehmigt hat, entlassen. Seit neusten soll ich einen Account anlegen um bei mir zu Hause zu scannen🤦🏼🤦🏼🤦🏼, wer denkt sich sowas aus?? Der nächste Drucker wird mit Sicherheit kein HP mehr!",de,2025-11-12T23:20:45-07:00,13391662930,1,Und wieder verschlimmbessert,20.1.2,0,0
Labash A.,"eine langsamere App habe ich bis jetzt nicht kennengelernt. Alles läuft schief und man kann nicht mit einem Mitarbeiter sprechen. Ich stecke seit Monaten in einem Vertrag drin und kann den nicht kündigen. Voller Müll. Finger weg!
Update: die blöde App zeigt mir eine andere Seriennummer als die des Druckers den wir besitzen. Wir haben deshalb falsche Patronen bestellt. Am besten würde ich den Drucker verbrennen, nicht weitergeben und mir egal welchen kaufen, denn egal welcher Drucker es ist, der wird besser sein als HP-Blöd",de,2025-11-12T13:53:44-07:00,13390301782,1,HP blöd,20.1.2,0,0
Grump8()4:,"Accountzwang und Abo fallen überall. Immerhin druckt er die 2 Seiten pro Quartal, wofür ich ihn habe",de,2025-11-12T05:14:33-07:00,13388646395,2,"Accountzwang und Abo fallen überall. Immerhin druckt er die 2 Seiten pro Quartal, wofür ich ihn habe",20.1.2,0,0
Christina103,"Der Drucker könnte gute Ergebnisse erzielen, würde er denn funktionieren, ist es kaum möglich und nur mit sehr viel Geduld, mal eine einzelne Seite zu drücken, manchmal werden nur wenige Worte gedruckt.",de,2025-11-12T04:19:33-07:00,13388462502,1,"Funktioniert nur zweimal, dann nicht mehr",20.1.2,0,0
EgeOsmX,Beim Scannen kann man maximal den 300 dpi auswählen.,de,2025-11-11T14:02:54-07:00,13386349792,4,Gut aber Einschränkungen beim Scannen,20.1.2,0,0
Gundolflindenerbutcher,"Sehr komfortable Neuentwicklung. Der Drucker, obwohl schon älter lässt sich vom Tablett aus sehr gut bedienen,",de,2025-11-11T02:13:27-07:00,13384036627,5,HP App,20.1.2,0,0
Halts mal,Nerviges Gerät,de,2025-11-09T11:29:06-07:00,13377716612,1,Andauernder Ausfall des Druckers,20.1.2,0,0
IonVoscolovicu,Долго думает принтер,de,2025-11-09T08:57:01-07:00,13377179042,1,Принтер,20.1.2,1,0
DasMussNichtSein,"Die App ist noch schlechter geworden. Es ist nicht akzeptabel, dass die Scan-Funktion nur noch mit Anmeldung bei HP funktioniert. Über Jahre ging es ohne Probleme , ohne einen HP Account eingerichtet zu haben und ohne sich vor dem Scannen bei HP anmelden zu müssen. Technisch gibt es dafür auch keinen Grund. Ferner ist bei meinem OfficeJet 8600 Pro (also kein billiges Heim-Modell) die Kommunikation mit dem Internet aus guten Gründen unterbunden.
Anstelle die wichtigsten Informationen direkt zu sehen, muss man jetzt erst scrollen da einem zunächst Werbung für die Bestellung von HP Tintenpatronen angezeigt wird. So nicht HP. Der nächste Drucker wird nicht mehr von HP sein.",de,2025-11-09T02:12:35-07:00,13375765661,1,Scannen nur mit Anmeldung,20.1.2,0,0
VolkerN,"Ich fand die App früher schon als unnötig umfangreich für den Zweck Scannen - seit dem die App einen dazu zwingt sich anzumelden (und somit auch ein Benutzerkonto bei HP anzulegen) um am eigenen im lokalen Netzwerk sich befindenden Drucker zu scannen, ist die App für mich unbrauchbar geworden und der Drucker hat im gleichen Zuge auch einen deutlichen Wertverlust erlitten, da ich nun nur über den Laptop scannen kann…",de,2025-11-09T00:34:48-07:00,13375495643,1,Anmeldezwang macht App/Drucker teilweise unbrauchbar,20.1.2,0,0
AS-User,Scannen ist nicht möglich. Katastrophale fehlerhafte Software. Es ist sehr ärgerlich!,de,2025-11-08T07:04:24-07:00,13372426074,1,Schlechte Software,20.1.2,0,0
pattyland,"Die App blockiert die Nutzung ohne Internet. Ich möchte nur etwas drucken! Warum haben immer mehr Apps Cloud Zwang, was soll das?",de,2025-11-07T06:49:30-07:00,13368077521,1,Achtung: Internet Zwang,20.1.2,0,0
Cargobar,"App ist nach dem Update unübersichtlich und unbrauchbar. Zudem kann man nicht mehr Scannen, da der Drucker angeblich die Funktion nicht mehr hat. Das hat 8 Jahre lang zuvor sehr gut funktioniert.",de,2025-11-06T12:42:01-07:00,13365116606,1,Ganz schlecht,20.1.2,0,0
Ok nok,Dauert ewig bis ich bei der scan einstellung bin,de,2025-11-06T09:07:26-07:00,13364442595,1,Zu viel Werbung-ineffizient,20.1.2,0,0
Sir Antony Rose,Es funktioniert hervorragend! Ich wurde den Drucker immer wieder kaufen!!!,de,2025-11-05T07:49:10-07:00,13360048892,5,Ein super Gerät!,20.1.2,0,0
Kathrin2711,"Seit dem Wechsel/ Update total unübersichtlich und kompliziert. Vorher war es einfach, einen Kameras Scan zu starten und das ganze per E-Mail zu versenden, eine Sache von wenigen Sekunden. Intuitiv und übersichtlich. Jetzt soll ich jedes Mal irgendwelche Shortcuts erstellen, das ist absolut unübersichtlich viel zu viele Einzelschritte am Ende bekomme ich die E-Mail zweimal. Ich versteh es nicht, es ist einfach weder benutzerfreundlich noch intuitiv. Warum kann die Oberfläche nicht so sein wie vorher, mit einer klaren Auswahl Möglichkeit ob ich jetzt mit dem Drucker scannen möchte oder ob ich den Kamera Scan ohne den Drucker nutzen möchte bzw. Die anderen Auswahlmöglichkeiten die es gab. Bitte unbedingt wieder benutzerfreundlich und übersichtlich machen!!!!",de,2025-11-05T06:47:51-07:00,13359825425,1,Total Unübersichtlich seit Update !!!,20.1.2,0,0
Ustas Dnepr,👍,de,2025-11-05T04:33:51-07:00,13359339712,5,HP Ustas,20.1.2,0,0
ADACmiglied,"Jedem einzelnen Nutzer wird mit dieser überarbeiteten App ein verbessertes nutzererlebnis geboten. 
Das einzige was hier geboten wird ist die Funktion Scannen mit der Lamera geht in eine neue kostenpflichtige App, die dann wieder so aussieht wie die jetzige vor der Umgestaltung!
Das war wohl nix!",de,2025-11-04T14:23:01-07:00,13357167202,1,Scanfunktion futsch! Dafür neue App gegen Geld!,20.1.2,0,0
sfif20,ich sehe nichts als Werbung. Leider ist die App so nicht benutzbar.,de,2025-11-04T08:03:39-07:00,13355941742,1,Schlecht seit dem Update,20.1.0,0,0
Stprintz,"The HP Smart app was intuitive and easy to navigate. The new HP app puts selling new cartridges and accessories in the front, you don’t intuitively know what to click on to just print a doc. Old app was 1000 times better",de,2025-11-03T22:27:41-07:00,13354187322,1,Not as good as the old app,20.1.0,0,0
Tsakaev,Bolh besch duy schu?!,de,2025-11-03T13:59:17-07:00,13352879972,4,Laramtsa,20.1.0,0,0
Papi_GrecO,"Was soll ich sagen, eine Firmeneigene App für die Drucker von HP, tut was sie soll und funktioniert auf meinem IPad Pro echt gut und macht keinerlei Probleme.",de,2025-11-03T10:44:38-07:00,13352278420,5,Funktional,20.1.0,0,0
HrWaldorf,Es ist eigentlich an sich eine geniale App auch wenn es Problemen gibt bei dem automatischen Scannen von Dokumente. Die klappt nicht da die Rente Dokumente aufs Licht erkannt wird. An weiteres Mango ist das seit einiger Zeit das mobile Fax nicht mehr möglich ist. Keine Ahnung warum bis vor kurzem ging es noch jetzt nicht mehr da nur drei Sterne.,de,2025-11-03T09:16:57-07:00,13351976167,3,Eigentlich keine schlechte App A B E R,20.1.0,0,0
TonySchiHo,Hp Smart war besser. Scannen ist kompliziert,de,2025-11-03T05:41:07-07:00,13351168219,2,Nicht so,20.1.0,0,0
Simatic_,Für jede Funktion dieser App wir ein Account benötigt… Ja selbst zum Drucken einfacher Dokumente.,de,2025-11-02T05:14:08-07:00,13346679651,1,"Nutzlos, wenn man sich nicht verkaufen will",20.1.0,0,0
Flobo02,"Das ist der nervigste Drucker überhaupt. Funktioniert nur mit Monatsabo und dann für 2€ für 50 Seiten…. 
Und es funktioniert einfach kaum und ich werde so oft so wütend weil der sxheiss Drucker nicht das macht was er soll. Simple drucken. 
Klare Sache: nicht kaufen.",de,2025-11-02T05:07:43-07:00,13346655084,1,Kein HP Drucker kaufen.,20.1.0,0,0
NiniBlg,Sehr leicht zu bedienen und übersichtlich.,de,2025-11-02T01:45:23-07:00,13345996695,5,Kann ich nur weiterempfehlen,20.1.0,0,0
Truschenka,"Seit dem letzten Update ist ein Drucken nicht mehr möglich. Original HP Patronen werden als gefälscht angezeigt usw.
Bitte dringend überarbeiten, so nicht mehr nutzbar‼️",de,2025-11-01T11:24:50-07:00,13343424579,1,Nach Uptate kein Drucken mehr möglich,20.1.0,0,0
Xetlisium€;€?,"Gute App, kann das was sie soll, allerdings öffnet man sie gehen sofort alle Audiowiedergaben aus, warum auch immer, etwas nervig als YouTube & Souncloud dan.",de,2025-10-31T09:34:10-07:00,13338616084,2,Funktioniert alles,20.1.0,0,0
Nubbl,Fonktoniert überhaupt nicht der Drucker,de,2025-10-31T08:55:41-07:00,13338471957,1,Müll,20.1.0,0,0
"-€3,",Wäre super wenn man unter Kurzbefehle/Automation direkt auf scannen oder Drucken zugreifen könnte.,de,2025-10-30T13:31:44-07:00,13335129698,5,Shortcut / Kurzbefehle,20.1.0,0,0
F900XRMUC,"Was nen dummer Zug, zum scannen via App auf MEINEM iPad auf MEINEM gekauften HP Gerät ein Benutzerkonto erstellen zu müssen…",de,2025-10-30T02:25:36-07:00,13332837784,1,Kontozwang,20.1.0,0,0
pief99,Wie kann man eine tolle funktionierende App so zerstören? Die Menüführung ist unterirdisch. Bin komplett unzufrieden mit der Neu Gestaltung!,de,2025-10-29T08:38:37-07:00,13329900478,1,Unbrauchbar,20.1.0,0,0
GoodGirl64,Die neue HP Smart App ist leider aus meiner  erheblich schlechter und unübersichtlich als die alte.,de,2025-10-29T07:17:10-07:00,13329588934,1,Neue App gefällt nicht,20.1.0,0,0
Whoeverwantstoknow,App funktioniert nicht ohne Internet und hat Accountzwang. Ich möchte nur in MEINEM Heimnetz drucken und scannen. App gelöscht!,de,2025-10-29T06:34:58-07:00,13329425225,1,Unverschämt,20.1.0,0,0
eastbeast77,"Seit dem letzten Software Update geht nichts mehr, die App ist unübersichtlich und Benutzerunfreundlich",de,2025-10-29T05:07:59-07:00,13329101049,1,Katastrophal,20.1.0,0,0
tessado,"Laut Batterienutzungsstatistik läuft die App permanent im Hintergrund.
Obwohl ich Hintergrundaktualisierungen im Stromsparmodus abgeschaltet habe.
Es wirkt als würde die App permanent den Drucker suchen.
Gut, wenn man kilometerweit vom Drucker entfernt ist.
Gestern mit 93% Ladung ins Bett und heute mit 22% aufgewacht. Die einzige Akkunutzung kam von der HP App.
Ansonsten habe ich die Funktionen der überarbeiteten App nicht weiter ausprobiert. Aber die intensive Nutzung des Akkus und 19-20 Stunden ununterbrochene Hintergrundaktivität begeistern erst einmal nicht so sehr",de,2025-10-28T04:06:58-07:00,13324649702,2,Zieht das Akku leer?,20.1.0,0,0
Jvioz,Einfache Bedienung und trotzdem viele Funktionen. Für mich eine echte Erleichterung.,de,2025-10-28T03:24:08-07:00,13324519268,5,Wunderbar,20.1.0,0,0
Bubsy 53,Da gibt es null Problem bei der Installierten,de,2025-10-28T02:38:56-07:00,13324392620,5,Sehr gut,20.1.0,0,0
Isotactix,"Unfassbar! Welcher Produktmanager durfte sich so austoben? 
Vollkommen unstrukturierte App. Schade das ein Unternehmen wie HP sich in Punkto Benutzerfreundlichkeit so negativ verändert. 
Bitte, bitte wieder zur alten Form wieder zurückfinden. Danke.",de,2025-10-27T12:07:47-07:00,13322159232,1,Verschlimmbesserung!,20.1.0,0,0
Harmony…,"Zwar ist das neue Design moderner, aber man findet wirklich NICHTS mehr. Es nervt, dass Design auf Kosten der Usability aufgebaut wird🙄",de,2025-10-27T01:34:27-07:00,13320013553,1,Sehr unübersichtlich,20.1.0,0,0
LadyCarmen,"Einfach nur schlecht. Das Gerät ist ständig offline, es ist fast unmöglich schnell zu drucken da das Gerät nicht aus dem Offlinemodus zu bekommen ist. Mal eben drucken ist unmöglich. Das Gerät ist laut infodruck mit dem Internet verbunden. Aber über WLAN vom Handy oder Laptop ist es nicht möglich zu drucken. Auch durch mehrmaliges Ein -und Ausschalten lässt sich der Drucker nicht aus dem Offlinemodus holen.",de,2025-10-26T08:42:58-07:00,13317176616,1,Envy 6020e,20.1.0,0,0
flya277,"Auf der Hütte Smart App wurde der Drucker erkannt auch Elan ist gleich , scannen geht nicht, keine Kachel dafür zu sehen eigentlich überhaupt keine Kachel.",de,2025-10-26T05:52:57-07:00,13316490964,1,Scannen klappt nicht,20.1.0,0,0
Anna (ceo of my life),Seit dem Update verbindet sich mein Drucker Konsequent nicht mehr mit dem wlan und gefunden wir er auch nicht in der App! Wie soll ich das wlan neu einrichten wenn’s nicht mehr geht über die App,de,2025-10-25T12:56:21-07:00,13313684917,1,Kein wlan seit neuer App,20.1.0,0,0
MrsGarak,"Was zum McKinseys Mammontempel hat euch geritten, die App so zu verändern? Eine gut gemachte und strukturierte App so zu versauen, ist eine Leistung. Die alte Version hat mir zwischen Arbeit, Kinderbetreuung und Haushalt enorm viel Zeit und Arbeit gespart - mal eben Unterlagen für Schule oder Arbeit eingescannt und mit ein paar Klicks versendet. Mega. Aber jetzt?? Mein Kind hat sein Vokabular heute beträchtlich erweitern können, insofern hat das wohl auch sein Gutes.",de,2025-10-23T10:14:47-07:00,13304517551,1,Unterirdisch,20.1.0,0,0
werwodort,"Mit dem Drucker bin ich seit vielen Jahren sehr zufrieden. Der Service der online - Steuerung durch HP ist sehr komfortabel, weil frische Druckerköpfe immer rechtzeitig geliefert werden. Auch das Recycling der verbrauchten Patronen ist im Service inbegriffen. Die Druckergebnisse sind absolut einwandfrei.",de,2025-10-23T07:24:17-07:00,13303892977,5,Drucken vom Feinsten,20.1.0,0,0
BeKl17,"Mit der alten App war es kein Problem den Druckerscan zu nutzen. Jetzt scheint das nicht mehr möglich!? Ist das bekannt, gibt es Lösungsvorschläge? Danke",de,2025-10-23T04:08:46-07:00,13303190347,5,Neue App ohne gewohnte Funktionen?,20.1.0,0,0
mlb736,"War angenehm ueberrascht wie unkompliziert das Einrichten erfolgte. Brauchte nur den Angaben auf dem Handy zu golden.
Der Druck ist sauber und gut. Danke.",de,2025-10-23T03:15:14-07:00,13303029664,4,Shelled einrichten,20.1.0,0,0
dn LG gmngngb,Super,de,2025-10-22T11:37:25-07:00,13300622605,5,Technisch,20.1.0,0,0
Vgt058,"Doesn’t work with my deskjet printer, always hangs and it ney printed a single document",de,2025-10-22T10:46:24-07:00,13300455167,1,Pathetic App,20.1.0,0,0
namevergebdiesmalne,"Absolut schwach wie man aus so einer guten HP Smart App, einen so unfassbar komplizierten Weg geschaffen hat.",de,2025-10-22T00:44:13-07:00,13298463225,1,Schwach,20.1.0,1,1
nicnoname,"Würde mir den  Drucker nicht mehr kaufen. Verbraucht zu viel Tinte und ist sehr lahm. Langsamster Drucker seit Jahren. Beim Scanner ist der Einzug sehr schlecht. Bleibt überproportional häufig hängen. Das war das letzte HP-Produkt, das ich mir gekauft habe.",de,2025-10-21T12:37:44-07:00,13296614570,1,Lahmer Drucker,20.1.0,0,0
Sikodo,"Wann schafft es HP endlich zum problemlosen installieren der „neuen HP App“? Seit Wochen, 29.09.2025, lässt sich die HP App nicht installieren.",de,2025-10-21T11:19:09-07:00,13296359268,1,HP App nicht installierbar,20.1.0,0,0
honkdamm,The app doesn’t launch anymore,de,2025-10-20T13:50:05-07:00,13292624576,1,App doesn’t launch anymore,20.1.0,0,0
Holgher,Abo in der App nicht vorhanden . Es gibt nur einen Link ins Web. Schade,de,2025-10-20T13:47:24-07:00,13292616727,2,Abo,20.1.0,0,0
f1893,„Leider ist etwas schiefgelaufen“ - genau! Nämlich die neue App auf den Markt zu werfen. Kriege die neue App nicht zum Laufen. Trotz mehrfacher Neuinstallation. Davor hat alles funktioniert. Wer entwickelt so etwas? Wer gibt sowas frei? Denkt dabei auch irgendjemand an die Kunden.,de,2025-10-20T12:49:11-07:00,13292439894,1,Neue App funktioniert nicht,20.1.0,0,0
Narus.od,После обновления не работает!!! Верните старое приложение. Зачем его перегрузили не нужной фигней!!!!,de,2025-10-20T11:28:02-07:00,13292173556,1,Не работает на айфоне,20.1.0,0,0
Toad0815,"„Dank“ der neuen App kann ich nicht mehr scannen. Online Zwang und Online Dienste nicht verfügbar, Spitzen Combi.",de,2025-10-20T11:24:33-07:00,13292161479,1,Unbrauchbar,20.1.0,0,0
Makarand21,While writing the review the available version takes ages to start and collapse afterwards,de,2025-10-20T11:16:23-07:00,13292133660,1,Too slow,20.1.0,0,0
thisissaft,Seit dem Update kann ich weder aus der App noch aus dem Dateien Ordner drucken. Die App ist auch sehr langsam auf einem iPhone 16 Pro,de,2025-10-20T11:13:32-07:00,13292123986,1,Seit dem Update nutzlos,20.1.0,0,0
pocketrocket180,Die App kann nicht ausgeführt werden. Ich sehe nur einen weißen Bildschirm.,de,2025-10-20T01:54:19-07:00,13290156478,1,App lässt sich nicht öffnen,20.1.0,0,0
