author,content,country,date,id,rating,title,version,vote_count,vote_sum
Wildcho,"It is super amazing that The color printing option does not exist! 
The app only allow me to print the picture black and white! No option to change! Even my color ink is still more than half full!
Finally I used the out of the box printing function in iPhone. Wow iPhone allow me to print in color! Not HP Smart app! What an amazing iPhone feature!

I respected and trusted HP to update the app immediately when the 7.0.1 released. Thank HP to realize that such large company’s QA is also unreliable! Thank you! I got it! Will never use the app!",jp,2020-01-02T06:39:10-07:00,5351359638,1,This app lets me realize how rubbish the QA you are,7.0.1,2,2
257191,今まで用紙の設定が出来たのに最近出来なくなって印刷出来ません。,jp,2019-12-20T04:07:44-07:00,5295254583,1,あ,7.0.1,0,0
森の彼方からきた人,"ゴミみたいなアプリ。普通のコピーは
できるのにアプリでコピーすると
白黒でしか出てこない
電話対応は中国人かなんかわからんけど
とにかく外人で日本語あんまり
通じないし意味が分からない",jp,2019-12-15T14:57:42-07:00,5277405255,1,ゴミ,7.0.1,0,0
tabino tobira,コスパよい。,jp,2019-12-05T05:58:44-07:00,5236366015,4,設定かんたん,7.0,0,0
文房具大好き^_^,簡単便利,jp,2019-12-03T21:04:14-07:00,5231002989,5,簡単^_^,7.0,0,0
ぴあのすけ,"追記 2019.12.1

① 端末の買い増しからアプリを落として印刷を試みるも、読み込まない。
白紙が出てくるばかり。

ほかの端末は問題なし！

1度ダウンロードをし直してみることにしたが、
些か不便極まりない。

② たいして力など込めていないにもかかわらず
カートリッジ取替えの取っ手が破損。

◆ Canon7530
     ブラザー
    EPSON

   からの四台目です。( 直近4年間 )

最近の日本国の工業製品は、
わざと壊れるように作成し販売しているような気がします。
とにかく不具合が連発して、嫌気がさします。

HPとbrotherは、EPSONの部品の供給を受けているらしく、印字されたものは、「並」程度には綺麗です。

印刷音も静か。

※ 本機は、「黒のみ」印刷ができると聞いておりましたが、
スマホのアプリ内で白黒印刷に設定すると、
まったく印字されないまま 排紙されてしまいます。

早急なる改善策を待望いたします。",jp,2019-11-30T22:52:33-07:00,5219709766,5,黒のみ印刷ができません。印字がされずに排紙されてしまう不具合発生中,7.0,11,5
might 7,入力から送信までが早いオプションで印刷カラーも選択できるのが嬉しい。,jp,2019-11-25T14:15:31-07:00,5197035329,4,iPhoneタブレットからでもオッケイ,7.0,0,0
Airforce1 大統領専用機,用紙の真ん中に印刷されず右半分に印刷されてしまう修正が出来ない。　最悪。,jp,2019-11-24T10:50:59-07:00,5192449916,1,印刷位置が真っ直ぐにならない,7.0,0,0
サム＆こむぎパパ,なんとか試行錯誤しながらネット接続出来ました。,jp,2019-11-16T20:35:13-07:00,5155607813,5,説明書がない,7.0,0,0
ぬこいぬこ,"スマホの写真で取り込んだ書類を任意のサイズでプリントできるのがありがたい。
以前はプリントアウトのサイズをピンチアウト・ピンチインで任意指定できていたと思うが、最近のアップデートでできなくなっていて(できるが気づいてないだけか？)とても残念。

追記
速やかにコメントいただいて、操作方法勘違いしていたようでピンチイン・アウトでサイズの任意指定ができることに気がつきました。
ありがとうございます。そして失礼しました。
勘違いしてすみません。迅速な対応に感謝します。",jp,2019-11-16T15:19:08-07:00,5153725653,5,評価変更,7.0,0,0
ランランルーww,Ruim muito ruim ! Não dá Mais para imprimir branco e preto,jp,2019-11-08T07:01:50-07:00,5105087568,1,Ruim,7.0,0,0
2525現金払い,MacBook Proと使わせていただいていますが、パソコンとの接続がうまくいかずイライラすることが多々。ケータイからの送信が可能なためいちいち携帯に繋いでからの印刷。もっと扱いやすくなればなぁと思います。,jp,2019-11-04T04:56:03-07:00,5084591440,2,不便,7.0,0,0
みんみんせみこ,"アップデートで使いにくくなりました。
以前は印刷用紙のサイズもすぐ選べました。
画面が新しくなって何処にあるかわからず、サインインしないとできないのかと思いサインインしても画面は変わらず、用紙サイズはやっと探し当てましたが、
以前はできてた画像の移動(配置)ができなくなって残念です。",jp,2019-10-23T17:47:22-07:00,5003991021,2,前の方が良かったです,7.0,0,0
Shikopio,"hp smart アプリ入手後、wifiから接続しようとしたらパスワードを要求されたので戸惑ってしまった。
IPアドレスからの接続に切り替えたらうまく繋がり印刷できました。",jp,2019-10-19T23:47:25-07:00,4983017195,5,Hp printer 接続設定,7.0,0,0
kazumori1002,いいよー,jp,2019-10-12T01:32:09-07:00,4928647943,5,いいね！,6.3.2,0,0
sungkyo,"用紙サイズが3種類しかないのが残念…
勉強用にb5もよく使うので用紙サイズをもっと増やして欲しい。",jp,2019-10-03T07:52:31-07:00,4878358259,3,用紙サイズが…,6.3.2,0,0
りんなしたpぬま,綺麗にできたー,jp,2019-08-17T22:11:41-07:00,4634556016,5,良いアプリ,6.3.1,0,0
signdreamer,Wonderful! This app took the pain out of printing from my iPhone!,jp,2019-08-04T15:42:26-07:00,4569959588,5,HP printer must have!,6.3.1,0,0
marche',とても便利で重宝してる。特に、プリンターではA4までしかスキャン出来ないけど、これならサイズの縛りも考えなくてもよいし、編集作業も簡単で自由に使えるところが良い。しかし、今回のアップデートで、ファイル名変更しようとすると、変換前に入力した平仮名が変な風に混じってしまうバグがある。保存先で正しく変更する手間が掛かる。,jp,2019-07-18T19:55:08-07:00,4482906488,3,ファイル名変更バグ,6.3,1,0
ヒソカ1031,"このアプリで迅速にプリントしたい物がすぐに行える！
シンプルでもっとも大切な事！",jp,2019-07-18T06:55:34-07:00,4480123477,5,最高の一言,6.2.1,0,0
ちきちきばんばんチキンチキン,複数枚の写真や書類を1枚にまとめて印刷する機能が欲しいです,jp,2019-06-14T06:57:02-07:00,4314638688,5,複数枚の写真や書類をまとめたい,6.2.1,0,0
あるはい2222,設定に印画紙の設定が有ると良いです。L版とか,jp,2019-05-11T22:50:17-07:00,4137291374,4,用紙サイズ,6.2.1,0,0
まさにへぶん,とても使いやすい。,jp,2019-04-26T19:33:00-07:00,4065147379,5,日本製と比べて,6.2,0,0
ラムちゃんとテンちゃん,"簡単に写真印刷が出来て
良かったです😊",jp,2019-04-25T19:20:15-07:00,4060674415,5,初めて使ってみた,6.2,0,0
zengyuan,"iPhone XRを使用。
複数枚を印刷すると、途中でエラー表示になって止まってしまうことが幾度となくある。",jp,2019-04-19T18:51:14-07:00,4034977260,1,印刷エラーが頻繁に,6.2,0,0
rainbownya,簡単便利素晴らしい,jp,2019-04-18T20:38:56-07:00,4030779397,5,使いやすい,6.2,0,0
ハラ・マイク,タッチパネル不良でもこのアプリから印刷出来て助かりました,jp,2019-03-15T15:45:55-07:00,3885673772,5,5510,6.2,0,0
老人秀雄,便利です,jp,2019-03-14T02:48:33-07:00,3879736440,4,写真,6.2,0,0
ん〜‥,"ドキュメント印刷すると、
色 薄くないすか？ 特に『黒系』
提出用の書類で、この薄さだと困るんですけど！
インクけちるんじゃ無くて、
インク代そのものを安くして下さい！
※操作性はGood!",jp,2019-03-11T19:01:52-07:00,3871365302,3,黒系何とかなんないスカ？,6.2,0,0
善哉っすわ,印刷できる大きさの種類が減った。それ以外は普通。,jp,2019-03-06T22:04:38-07:00,3851845617,2,A6印刷不可,6.2,0,0
ほんわかわかぞう,"使いやすいです。
直感的に操作出来るのが◯",jp,2019-03-03T18:58:41-07:00,3839900342,5,操作も簡単で,6.2,0,0
米ちやん,"設定が簡単で大変助かりました、
直ぐ綺麗に印刷できました。",jp,2019-03-02T23:48:13-07:00,3836143187,5,HP  プリンターで印刷,6.2,0,0
pepevip55,"プリンタ自体は普通レベルのを購入、普通にプリントしている。
オプションから直でこのappに飛ばせるのが便利だねー。Canonはapp立ち上げて、プリンタ選んで（複数ある場合）、それでドキュメントやら写真やら選びに行くから面倒
自分はhp好きだなー、このapp使うと位置など正確にプリントできるのも嬉しい。",jp,2019-02-24T06:58:34-07:00,3809591465,5,何気にナイスよhp,6.1.2,0,0
Fankybaby,"iCloudの書類を1度印刷するとそれ以降勝手に同期してしまい、読めなくなるので不便です。
解消することが出来れば、使いやすいと思うので方法があれば教えてください。",jp,2019-02-13T06:55:20-07:00,3765546665,1,同期,6.1.2,0,0
tbishi,ストレスなく作業が出来ました,jp,2019-02-12T18:00:06-07:00,3763423637,3,評価,6.1.2,0,0
プーうさぎ,"セットアップも今までのより簡単に出来たし、Wi-fiにも簡単に繋げられたぁー！
印刷も綺麗ですー。これから楽しみー❣️",jp,2019-02-10T04:11:30-07:00,3753844234,5,簡単（＾∇＾）,6.1.2,0,0
○☆7+,登録までがてまでしたが、そのあとはとっても簡単で、わたしにもできました。,jp,2019-02-07T01:22:38-07:00,3742491452,5,操作が簡単,6.1.2,0,0
T-Teruo,ever noteから写真を印刷したら用紙サイズを指定できずに強制的にA4サイズになりましたが方法はないのでしょうか？,jp,2019-01-19T19:32:42-07:00,3671786665,1,プリントサイズ,6.1.1,0,0
佐内だよ,B5サイズに印刷したいのですがサイズがありません。コピーにもサイズが無くてとても不便を感じています。サイズをもう少し増やして頂きたいですね！。,jp,2019-01-15T18:13:49-07:00,3654894398,2,サイズ,6.1.1,0,0
m_c_g_o,"5枚までしか連続印刷ができない。
枚数を自由設定できるように設計しないと使いづらい。",jp,2018-12-28T22:40:27-07:00,3586475164,5,連続印刷が面倒,6.1,0,0
とぬのま,"他者のプリントアプリのレビューが酷いもんだけどHPのアプリは良いね
B110で使えてます",jp,2018-12-28T09:03:29-07:00,3584355317,4,使いやすい,6.1,0,0
初心者バイオリニスト,問題解決しました。,jp,2018-12-24T02:53:14-07:00,3566770152,2,年賀状,6.1,0,0
みえけんぞう,友人から送られてきたExcelのファイルを、Microsoft Excelのアプリをダウンロードし、次にスマートプリントをダウンロードし無事に印刷できました。純正のアプリ同士、見た目のそのままに印刷ができたので、大変満足しています。,jp,2018-12-22T17:34:21-07:00,3561449937,5,スムーズな印刷ができて満足です,6.1,0,0
fupuxuanxin,iphoneの写真からプリンタに印刷すると、サイズ調整ができませんが、これは自動でやってくれました。非常に便利です。,jp,2018-12-21T19:17:52-07:00,3557778025,5,写真印刷,6.1,0,0
どんぐりワンコ,家庭用としては充分と感じました。できればトレイが2段あると差し替えなくて便利かも。,jp,2018-12-06T13:11:59-07:00,3501255517,4,シンプル！,6.0.2,0,0
ラ米駐在員,南米在住で、地元の家電量販店で買ったのですが、iPhoneアプリは日本語で反応。良い時代になったものです。,jp,2018-12-02T09:41:41-07:00,3486066707,5,南米で買っても日本語でオッケー,6.0.2,0,0
えりん♡,⁽⁽٩(๑˃̶͈̀ ᗨ ˂̶͈́)۶⁾⁾ 私でも出来た！,jp,2018-11-11T19:46:54-07:00,3408348147,5,簡単♪,6.0.2,1,0
Ｍｉｔｕｈｉｓａ,写真の2Lが使えね,jp,2018-11-09T16:27:49-07:00,3399955779,1,使えね,6.0.2,0,0
mimiみさき,"でもこのアプリを入れた瞬間から1時間に1通の頻度で迷惑メールが…

私のメアドが漏洩してるんだと思います。
プライバシー管理がずさんな印象を受けたので星3つ。",jp,2018-11-06T05:27:29-07:00,3387404865,5,便利です！,6.0.2,0,0
wougust,やっほー！！！,jp,2018-10-29T04:48:13-07:00,3357311761,5,最高です！！！,6.0.2,0,0
akakeeeo,単純に画像と用紙サイズを合わせてくれるので細かい設定を見ずに使えます。,jp,2018-10-21T16:46:21-07:00,3328783477,5,使いやすいです,6.0.2,0,0
探し物が見つからない,思っていた以上に綺麗で使いやすいです。,jp,2018-10-21T03:56:38-07:00,3326647601,5,使いやすいアプリです,6.0.2,0,0
kawahera,プリンタが側に有れば携帯からプリントアップ出来ている！,jp,2018-10-09T20:11:19-07:00,3283955301,5,いつでも,6.0.2,0,0
5jんgれd,"ググっても絶対検索ヒットしない。
カスタマーサポートも使えない。
「用紙サイズの変更」で答え出てこない
日本には向いてないですー",jp,2018-10-07T00:32:31-07:00,3273283287,1,サイズb4にどうやるの？,6.0.2,0,0
オニ斬りマン,アプリがひらかなくなった,jp,2018-08-02T15:48:49-07:00,3007979157,5,使いやすいけど,5.8,0,0
LIFEえ〜る,前回アップデートしてから、全く開かなくなりました。プリンタの印刷に困るので早急な改善をお願いします。,jp,2018-07-01T01:05:04-07:00,2809930801,2,改善お願いします,5.8,0,0
todo0030,hpプリンターを使っている人に、最も重要なアプリです,jp,2018-06-30T06:34:35-07:00,2804385721,5,hpプリンターに最適,5.8,0,0
サボテンボール,これまでiPadで問題なく使えていましたが、先日のアップデート以降落ちるようになり使えません。,jp,2018-06-15T03:28:29-07:00,2698516392,1,落ちる,5.8,0,0
ナオシリ,今まで有線でコピーしてたので格段に楽になりました。,jp,2018-06-12T13:26:10-07:00,2683643474,5,素晴らしい,5.8,0,0
ふふふ2000,とても使いやすいのですがもう少し初心者でもサイズ調整できたらいいと思います。期待を込めて星4です,jp,2018-06-11T08:30:18-07:00,2677327327,4,よい！でも改善の余地あり！,5.8,0,0
Yocjon,"パソコンを使わなくても、スキャンもプリンターも使えるます。
ほとんどの書類や写真の印刷もスキャンもiphoneから操作できるのでとても便利に使ってます。",jp,2018-06-11T02:24:29-07:00,2675702161,5,とても便利,5.8,0,0
キョンキョン06,OS11.4にバージョンアップしたら、アプリが開かなくなりました(T . T),jp,2018-06-10T07:06:30-07:00,2671684148,5,不具合,5.8,0,0
OG-3,"操作・実行→即稼働。
PCからの操作より簡単・早い。
ビジネス文書や画像ならば、
PC立ち上げる必要なく至便。
私は気に入ってます。",jp,2018-05-28T18:31:35-07:00,2610146717,5,早い。,5.7,0,0
ナカむらナカ,"B5サイズで印刷できるようにして欲しい。
あと繋ぐときにほぼ毎回ipアドレス入力が必要なのは勘弁して欲しい。",jp,2018-04-07T22:23:34-07:00,2396930219,2,B5,5.7,0,0
シラノリ,アイフォーンとの相性バッチリ👌,jp,2018-03-20T00:00:52-07:00,2325651844,5,いいね,5.6,0,0
夏の山笠,"今までのように印刷したら、3〜4回A-4版が15x10cmと縮小されて、出てきて何か変わっているなと思って調べたら分かりました。
しかし、又いろいろやっても印刷出来ないのかな？と思いながら、何回もトライしてやっと印刷できました。
一回で出来るようにして頂けたら有り難いです。
印刷に至るまでの経路が複雑で、解り難いように思われました。
よろしくお願いします。",jp,2018-02-27T18:27:08-07:00,2254305271,4,印刷できて見て,5.6,0,0
まんぼーもんちっち,楽チンに携帯からコピーができて使いやすいです^^,jp,2018-02-21T00:29:54-07:00,2231244748,5,簡単♬,5.6,0,0
55jiji-,これいいですね,jp,2018-02-08T15:22:47-07:00,2184039751,5,簡単,5.6,0,0
ケーズも安い,"購入配達後に領収書をスマホで印刷画面から印刷すると、このアプリではAmazonログイン画面がプレビューされて印刷されます。
画面コピーを画像から印刷して利用しました。",jp,2018-01-13T19:38:52-07:00,2086951847,2,アマゾン領収書,5.6,0,0
archimedes_h,もう25年、ヒューレッドパッカドのプリンターを使っている。今日買ったのが何と三代目。いかに安心して長く使えるか、使いやすいか。今回のプリンターも素晴らしい使い勝手で感心した。,jp,2018-01-02T20:01:28-07:00,2052003015,5,ＨP最高,5.6,0,0
あいざわG,便利ですけどフチなし印刷のやり方がわからないですね。,jp,2017-12-24T00:58:54-07:00,2022828769,5,フチなし印刷,5.6,0,0
Altraev,とても簡単にプリント出来ました。とても便利です。,jp,2017-12-24T00:39:31-07:00,2022792297,5,スマホから簡単にプリント,5.6,0,0
まっちゃん5,very useful for Ipad,jp,2017-12-13T19:04:37-07:00,1994681121,5,for Ipad,5.6,0,0
うさかめ姫,"最初はA 4サイズだけかと思っていましたが
アプリをインストールしたら
自分の好きなサイズにできる事がわかり
大満足です ！値段も安くて簡単操作！",jp,2017-12-02T07:29:28-07:00,1965008525,5,アプリ大満足,5.5.1,0,0
大尋,いいんじゃん,jp,2017-11-21T22:40:43-07:00,1939314871,5,良い,5.5.1,0,0
ta2nta2n,使いやすい。Google連携が最高です,jp,2017-11-20T13:56:36-07:00,1935719043,5,とてもいい,5.5.1,0,0
kirira69,A5 サイズで、写真用紙を印刷したいのに選べない。サイズ選択を自由にできるよう改善して頂きたい。,jp,2017-11-09T22:21:32-07:00,1910097540,1,用紙が選べない,5.5.1,2,1
2017/01/17,"アプリをインストールして10秒もかからず
印刷できました！
設定しなくてもパッと操作でき使いやすいです。",jp,2017-11-08T02:09:43-07:00,1905727631,5,とても使いやすいです！,5.5.1,0,0
ちゅきたま,便利だけどサイズ調節が難しい,jp,2017-10-22T21:55:42-07:00,1868407121,4,便利といえば便利,5.5.1,0,0
050120032016,I found the perfect app I was looking for and I’m really really satisfied with the results:)),jp,2017-10-21T03:44:35-07:00,1864117872,5,Very good,5.5.1,0,0
Benitez 4,Works consistently without hiccups and I was able to configure the sizes of photos and docs appropriately. The only complain I can really make is that lack of advanced features such as printing multiple images on one page.,jp,2017-10-16T04:18:42-07:00,1852562787,5,Works as advertised,5.5.1,0,0
チャット初心者ですが………,"良いと思います（＾Ｏ＾☆♪
…でも、時々、反応が悪くなる( *｀ω´)
そして、サボる(T-T)",jp,2017-10-12T19:39:32-07:00,1845001603,4,初めてで良くは解ら無いが………,5.5.1,2,2
もわっと,iPadからの印字がアプリなくなり面倒になった。,jp,2017-08-27T17:06:33-07:00,1755322399,2,使いにくい,5.4,0,0
ブラウン&コニー,使いやすくて携帯からのプリントアウトするのには便利なアプリだと思います。,jp,2017-08-26T18:19:44-07:00,1752602324,5,便利です,5.4,0,0
KuNiTaLo,"アプリを入れたらすぐに便利な環境
あっという間にプリント環境が改善されました",jp,2017-08-15T19:20:15-07:00,1729529904,5,簡単に出来る,5.4,0,0
マイクロソフトは使いません,どうしたのかな,jp,2017-08-14T04:22:42-07:00,1727268927,3,プリンターでスキャンができない,5.4,0,0
池田フランソワーズ義経,自動両面スキャンできる機種なのに、このアプリからだと両面スキャンできませんので、是非できるようにしていただきたいです。,jp,2017-07-24T18:06:59-07:00,1696834140,3,両面スキャンができるようにして欲しい,5.4,0,0
卵のごはん,"印刷品質をドラフトも選択できるようになったことは評価します。
でもB5 も選択できるようになって欲しい。",jp,2017-07-24T08:21:41-07:00,1696375480,4,B5用紙を選択できない,5.4,0,0
adlig25,とてもスムーズに印刷でき、満足してます。,jp,2017-07-23T17:16:01-07:00,1695372937,5,印刷,5.4,0,0
youkun-2,簡単に使えて重宝します,jp,2017-07-16T02:24:46-07:00,1684481935,5,便利！,5.4,0,0
風のライオン,初めてiPhonの写真を送ってみましたが、上手くいきました。驚きです。,jp,2017-07-13T05:02:24-07:00,1680653767,4,初めて,5.4,0,0
Millty,"写真とかはA4いっぱいにプリントされてしまってインクの無駄だし大きすぎるのでサイズの変更が簡単にできたらいいと思います
あと1ページに2枚プリントできるようにとかもあったら嬉しいです",jp,2017-07-09T12:34:10-07:00,1675707813,3,印刷サイズの調整がもっと簡単だったら,5.4,0,0
ぽんたんぽ,印刷できるのはとても便利です！,jp,2017-07-03T05:30:31-07:00,1667264732,5,ワイファイで,5.3,0,0
きうく,HP ePrintにあったWEBプリント機能がない,jp,2017-06-19T02:12:46-07:00,1649721849,1,機能縮小,5.3,0,0
g-ug,そろそろいいかげん日本語バージョンアプリだけでもB5対応して欲しいし、カスタム用紙設定や画像サイズ設定を数字で設定できるようにして欲しい。DVDジャケットすら簡単にプリントできない,jp,2017-06-17T21:06:21-07:00,1648320617,1,B5が設定できない。,5.3,0,0
さなまたあかなや,わかりにくすぎます,jp,2017-06-09T23:44:29-07:00,1639444279,1,Ｌ判どうやるか,5.3,0,0
ヒロソフィアヒロソフィア,verygoodgood,jp,2017-05-22T19:58:21-07:00,1621547456,5,verygoodgood,5.3,0,0
Mtuina,"Ótimo, você imprimi com facilidade, basta o aplicativo e uma impressora hp ligado a um  wifi",jp,2017-05-13T21:58:35-07:00,1613363469,5,Muito prático,5.3,0,0
よちくん,簡単です,jp,2017-05-12T23:17:15-07:00,1612526011,4,使いやすい,5.3,0,0
ちまちま55,アプリとしては(笑。わかりやすくていいと思いますが、Dropboxのアカウント追加ができず、読み込めませんでした。,jp,2017-05-02T18:51:12-07:00,1603513854,4,Dropboxのファイルが読み込めません,5.3,0,0
Centeotl.,"ｈｐ-ｅpurineが終了するからｈｐのアプリを変えました。
アプリを変えて使えるか心配でしたが
大丈夫だったので安心しました。
色々と機能が増えたり.扱い方が分かり易くなって便利になりました。",jp,2017-04-27T02:50:37-07:00,1598843784,4,買い直さなくて良かった。,5.3,0,0
ことりやてんちょ,何故かフォト用紙に印刷できなくなりました。設定いじってもダメです。どういうこと？,jp,2017-04-17T15:54:28-07:00,1591315587,2,あれ？,5.2,0,0
poruー22,直ぐにプリントアウト出来て便利に使ってます。,jp,2017-04-14T21:35:59-07:00,1589069349,5,便利,5.2,0,0
ノリヒサリョウ,アプリをインストールして自宅で使ってるプリンターが、アイホンやアイパッドで手軽に印刷ができてとても満足しています。,jp,2017-04-13T16:23:47-07:00,1588074211,5,手軽に使えて満足,5.2,0,0
副業バイター,"要望1
以前のジョブプラスのように、フリーワード検索を可能にしてほしい（最寄駅や市町村名で検索することも多かったので）

要望2
案件一覧から、個別の案件詳細を閲覧し、再度案件一覧に戻った際に、案件一覧のトップにスクロールしてしまう。
詳細を閲覧した案件にスクロール位置をセットしてほしい。",jp,2017-03-17T18:20:44-07:00,1566666906,3,前向きな改善要望,5.2,0,0
サニー☆,簡単に印刷できるようになって嬉しいです,jp,2017-03-11T15:57:57-07:00,1562448537,5,らくちん,5.2,0,0
💛みぃ💛,"初心者の私でも
分かりやすく 簡単に
出来ました！",jp,2017-03-10T14:56:51-07:00,1561666851,5,簡単,5.2,0,0
Yass Murakami,このアプリをダウンロードしたipadで事務所のプリンターを操作しスキャンやプリントアウトできました。,jp,2017-02-18T23:46:16-07:00,1547693399,5,やりたい事ができた,5.1,0,0
てるてる123,"現在のアプリのバージョンで
iphonからWi-Fi経由でL版プリント印刷しても横と縦の印刷のズレが生じて上手く印刷出来ない。
またアプリ内の印刷サイズが
L版の選択が無い。
早くアップデートして下さい。",jp,2017-02-16T03:18:52-07:00,1545619928,1,iOSでのL版プリント,5.1,1,0
jimaa-man,"インクが切れかな？
接続は出来た。",jp,2017-02-09T03:30:56-07:00,1540621330,4,単なる,5.1,0,0
オケマサ,まあまあかな〜,jp,2017-01-16T01:22:18-07:00,1523311570,4,ＨＰプリンターについて,5.1,0,0
vanridin,easy to use,jp,2017-01-15T06:48:53-07:00,1522763381,5,not bad,5.1,0,0
おじさん５５,と思います。,jp,2017-01-11T04:37:23-07:00,1519829161,4,使いやすい,5.1,0,0
ちょんちんほーごー,wifi環境でiPhoneやiPadから印刷できてとても便利です。,jp,2017-01-06T10:49:00-07:00,1516651714,4,簡単に印刷,5.1,0,0
Brayan11205,"どこをタップしても反応しない。
こんなことならアップデートをしなければよかった。",jp,2016-12-30T17:42:05-07:00,1512307772,1,アップデートをしたら動かなくなった,5.1,0,0
szkoba,印刷をするために画像を選んだが一部の画像しか読み取れません,jp,2016-12-22T05:43:10-07:00,1506771588,1,読み込まれません,5.1,0,0
iphone 6sss plusss,"すごく改悪された！最悪！
戻ってくれ！使えね！！",jp,2016-12-09T00:16:22-07:00,1498588741,1,昔は便利だったけど,5.1,0,0
かつきち,"これでいいの？というくらい簡単にiPhoneから印刷が出来るようになりました。
メニュー構成も迷わないUIで感心しました。",jp,2016-11-26T17:29:38-07:00,1491556167,5,簡単セットアップで迷いなし,5.0.1,0,0
katekatie325,wifi tuさえ繋げていれば、すぐに接続され、簡単に印刷、スキャンしてくれ、Googledriveなど色んな場所の保存できる。,jp,2016-10-27T21:25:57-07:00,1474209954,4,便利,5.0.1,0,0
a@aa@aa@,とても楽にできます,jp,2016-08-06T04:50:31-07:00,1427920764,5,スキャンが本当に便利！,4.8,0,0
ちゃあぱん,簡単！,jp,2016-06-30T21:59:38-07:00,1403316531,5,これは,4.8,0,0
Sayzansou,"手元の端末から操作できるのがとても便利。主に領収書などの画像(jpeg)取り込みに利用してます。複写するよりスキャンした方が綺麗で確実に取り込めます。
画像取り込み後に反転と切り抜きがアプリ内で編集できるのも便利。

 スキャンした後のプレビューで、拡大出来ないのが残念。改善してほしい。

 その他の機能はこのアプリを使わなくてもできるので使った事がありません。",jp,2016-06-16T23:14:54-07:00,1395722723,4,便利です。,4.8,0,0
びわこ0808,ipadから簡単にプリントやプリンターの調整をする為に入れましたが、雑誌や写真のスキャンに便利です。カメラより綺麗にスキャンできます。,jp,2016-06-08T18:16:10-07:00,1391233705,5,スキャナーが便利！,4.8,0,0
mas7na,"アルバムも自由に
A4が選べる！",jp,2016-05-19T13:29:03-07:00,1381098798,5,写真でもA4で印刷出来る！,4.7.1,0,0
黄色ファイル,使いやすい。,jp,2016-05-17T11:07:42-07:00,1380114095,5,良い。,4.7.1,0,0
じょえじょえ777,"iPhone5s iOS9.2.1です。アプリを開いた瞬間に落ちます。気に入って使わさせて頂いていましたので早急な対応を希望します。

追記
アプリを一度削除して、再度ダウンロードした所、問題解決しました。ありがとうございます。",jp,2016-03-17T20:23:20-07:00,1349465395,5,落ちます(追記有),4.7,0,0
Nana nyan,メールに添付されたファイルがプリントアウト出来なくて困ってました。このアプリのおかげでスムーズにプリントアウト出来ました(^_^),jp,2016-02-22T17:52:54-07:00,1337247321,4,使える,4.6,0,0
Karen496,"Evernoteを印刷することができました。
感謝です、これから便利になります。",jp,2016-02-22T00:38:39-07:00,1336897118,5,簡単,4.6,0,0
cehdy,分かりやすくて！簡単！,jp,2016-02-11T04:30:46-07:00,1331294542,5,素晴らしい！,4.6,0,0
みのいず,設定も楽だしスキャンやらプリントやら便利に使える,jp,2016-02-10T04:07:39-07:00,1330791079,5,楽ちん,4.6,0,0
#777 &777,"用紙設定や印刷モード
CD/DVDラベルの印刷設定が、出来ると ⭐️5  ですね。",jp,2016-02-07T01:25:19-07:00,1329218278,3,印刷設定,4.6,0,0
yamadaman0125,これは便利！,jp,2016-01-16T09:58:49-07:00,1317453694,5,使いやすい,4.6,0,0
ptmjg@atwjgdtnp@jdmw,簡単に使えて PDFにも変えることもできていいです。,jp,2015-12-29T05:29:28-07:00,1308022832,4,！！,4.6,0,0
Oneonedance,すぐに使えて便利です。,jp,2015-12-09T11:11:50-07:00,1298270146,5,便利,4.6,0,0
Pikat2012,"便利に使わせてもらってます。

ただインクが高いので…",jp,2015-11-25T08:18:28-07:00,1291537056,4,リモート印刷出来ます。,4.5,0,0
tabateban,I love this app! It's very convenient. Easy to use.,jp,2015-11-11T14:23:43-07:00,1285280569,5,Very helpful,4.5,0,0
Fみふにしつ,連続スキャンにも対応していて、実用性アリアリ。,jp,2015-11-10T22:46:04-07:00,1284991175,4,普通に使えた,4.5,0,0
かずぅーん゜,わざわざパソコンでスキャン操作しなくてもiPhoneで操作出来るのは便利でいいし、スキャンデータをそのままiPhoneから送信出来るのはかなりお手軽です。,jp,2015-09-06T17:57:00-07:00,1254161072,4,イイです☆,4.5,0,0
ふみちゃんA,便利です,jp,2015-09-01T21:51:15-07:00,1251911124,5,良い,4.4.0,0,0
Ryo120106,機能は一通り揃っているが、例えばA4の紙に多くの写真を印刷できるフレーム機能や方眼紙のテンプレートとかプラス1がほしい。,jp,2015-08-25T01:59:46-07:00,1248279913,4,プラス1が足りない,4.4.0,0,0
momotaro20,意外と簡単にプリントできました。設定にはカラーか白黒かの設定も変えられるといいです。,jp,2015-08-17T22:23:46-07:00,1244796765,4,使ってみた,4.4.0,0,0
inc51,なかなか使いやすい,jp,2015-08-07T15:42:33-07:00,1239584991,5,初めて使った,4.4.0,0,0
Joshuaomar89,Best app for Hp printer,jp,2015-07-27T03:52:14-07:00,1233862588,5,The best,4.4.0,0,0
エル〜,レスポンスよくいけるといいですね。,jp,2015-07-26T23:11:56-07:00,1233767614,3,初期設定,4.4.0,0,0
モモタロウ大好き,プリンターとパソコンを繋ぐのが面倒なので、iPhoneと無線LANで繋げ、主にスキャンするときに使用します。リモコン代わりにアプリ側からスキャンして、保存もできるので、色々メモ代わりにスキャンできて便利ですね。,jp,2015-06-28T08:57:21-07:00,1219175622,5,便利ですね,4.4.0,0,0
