title,review,rating,userName,date,version,country
Brother is the best!,Printing from my iPhone has never been easier. I chose the picture size and print medium glossy. The rest was automatic. I chose 3 pictures to begin with to test. The three individual pictures printed perfectly!  A second group of 6 are printing now. Thank you Brother!!,5,Cara Bissell,2024-09-18T22:26:20-07:00,1.19.0,us
Adware abuses notifications,"The app works well, but I can’t access all functionality because if I turn on notifications, it spams me trying to sell me toner subscriptions.",1,Tx384,2024-09-17T20:50:05-07:00,1.19.0,us
Made easy,"Omg!  I can sit downstairs on my phone and print from my phone upstairs.  This is such a nice feature!
I would definitely by again!  So user friendly!",5,Selma Stepper,2024-09-15T16:40:30-07:00,1.19.0,us
The worst app ever,"I bought a printer two years ago and there hasn’t been a single time when I could actually print without going through all kinds of motions to get it to spring to life.
It’s extremely frustrating and time consuming! 
Forget printing remotely, it barely responds to printing while you’re sitting right next to it.
I have an HP printer and it works like a charm!
I will never buy Brother again!!",1,jl3636,2024-09-15T15:31:18-07:00,1.19.0,us
setting this up is an engineering project nobody asked for,for the life of me i cannot think of a good reason to scan documents to my phone.,1,sean mcln,2024-09-14T17:04:22-07:00,1.19.0,us
keeps wanting to setup,the App keeps timing out and wanting to re setup the machine even after going through full setup. trying to print from phone for business purposes is not exactly pleasant.,1,disappointed katrinamitten,2024-09-14T06:06:52-07:00,1.19.0,us
ISHA FASHION,Good service,5,Tareqr Rahmen,2024-09-11T07:08:33-07:00,1.19.0,us
Machine Activation does not work in my iPhone.,Hl-l2480dw. Machine activation does not work. No prompt on the printer. The only reason I didn’t give it 1 star is I like the printer.,2,Steppnav,2024-09-07T08:41:12-07:00,1.19.0,us
Printer is worthless,"It prints test pages perfectly. Everything else is a “1” on a scale of 1-10, 10 being best in terms of quality. This was an expensive printer for home use. It performed well for a handful of months. Then, trash. All the maintenance done, timeless troubleshooting, 100% expensive Brother name-brand ink… Nothing helps. Like most appliances these days, it seems to have been programmed to self destruct. But hey, those “test pages” are pristine!",1,Jay Kallam,2024-09-01T23:12:14-07:00,1.18.3,us
Network won’t stay connected! Frustrated!,I have always purchased Brother products and have never had a problem with printing once the app is installed and unfortunately this machine is not staying connected to the internet. This is a frustrating problem because I like to print out shipping labels and I can’t do so with it not connecting to the Internet. I hope you please fix this.,3,nana8855,2024-09-01T11:43:12-07:00,1.18.3,us
New to Brother printers,"It took me 35 min to find a way to print from my iPhone without having to pay.  Diverted to subscriptions which I can’t afford, shameful forcing subscription for ink and not providing a user friendly print app so can choose # of prints per page, etc.!  I just sure hope this color laser printer works better than this company’s ethics to just USE the printer!",2,Amara k,2024-08-31T18:04:15-07:00,1.18.3,us
Great stuff,Love this machine,5,Pentecostal23,2024-08-29T07:39:32-07:00,1.18.3,us
"Great App, but a MAJOR annoyance","Everything works great, love the printer, love the speed of the app and the ease of use, BUT

Every time I boot the app it throws a message on the screen asking me to sign up for a toner subscription.  I have marked that I’m not interested several times. The window won’t close until it is fully loaded as well, which means it drains about 5 seconds of my life every time I want use the app. 

Something like that is extremely unnecessary. There’s no way I’d ever sign up for a subscription for toner, that’s an insane thing to do for a printer that I use maybe once a week max.",2,TheStrickers,2024-08-23T13:16:18-07:00,1.18.3,us
Printer,Just got it from Amazon and so far it works great! Download the app on both your phone and computer or you’ll be stuck. I made the mistake of not reading all of the instructions. Even has a QR code to scan with your phone.,5,BatmansArt,2024-08-21T13:01:28-07:00,1.18.3,us
Printing,Vary good works generally amazing I think it would be a good investment,5,W13880,2024-08-18T19:01:59-07:00,1.18.3,us
No subscription,You shouldn’t need a subscription to use your printer,1,Dakota Gus,2024-08-17T09:42:36-07:00,1.18.3,us
What a disaster,"For every paper that had printing on it there were 3-4 blank paper, app not very user friendly.",2,Darrin Bates,2024-08-13T16:49:35-07:00,1.18.3,us
Printer,Can not get my mfcj10100dw to connect. Have tried everything! Nothing works!,1,Anita Campbell 130,2024-08-13T11:48:31-07:00,1.18.3,us
Horrible to use. Too complicated,Extremely Complicated the worst printer I ever owned . Save your money and save the headaches.,1,Quit101,2024-08-12T20:34:31-07:00,1.18.3,us
Printing issue.,"Printer paper size stuck on 3.5 inches. Can’t fix it, so printing from iPhone 14 is useless.",1,Larry 1936,2024-08-12T16:41:40-07:00,1.18.3,us
Not Happy,"I’m about to return this printer, I was told that brother is the best.
I can tell this is a older model but when you buy the worst of the best it should still be better than the best of the worst. Can’t get WiFi to work I have to have a hard line and it won’t connect to my phones I’m not happy.",1,KrisM-NH,2024-08-11T17:59:11-07:00,1.18.3,us
Cannot print with secure function lock,"I have the function lock completely open and cannot print even though public is allowed to. I also turn on APP what ever that means. Also there is no place to put in the print code in the app. So it’s broken in a way that doesn’t allow you to find a work around as long as the function security is on at all. 
 Oh but on the other brother printing app it works no problem but you can’t use the IPrint and scan app on the MFC-L9670CDN.",2,Psychobilly Style,2024-08-09T09:23:46-07:00,1.18.3,us
Moron Proof,I’m a computer moron. I can do anything I want with this app on the Brother printer.,5,gcucms,2024-08-04T22:55:19-07:00,1.18.3,us
Will not AirPrint photos,"Printer will print saved documents on my iPhone 13pro, but will not print any saved photos or pdf from a text. It always comes back with error code “failed to find printer” !!!! would return it but my wife likes the print quality for her work documents!",1,Mulligan000,2024-08-02T13:43:38-07:00,1.18.3,us
So easy!,Love 😍 this printer. Fun to use.,5,Mrsplbrown15,2024-07-30T17:26:59-07:00,1.18.3,us
Piece of cake,"So easy to install and use that a girl can do it…even this 83 yo girl! Thanks, Brother",5,IbuKota,2024-07-26T08:14:28-07:00,1.18.1,us
Never works,"This printer and app are the biggest pieces of Chinese trash, it’s always a long battle to get anything connected and printed, don’t buy Brother",1,Derek0184629,2024-07-24T17:59:15-07:00,1.18.1,us
Ease!,So easy to setup and use. No tech experience no problem.. nice!,5,The Egghead Was Here,2024-07-14T14:49:07-07:00,1.18.1,us
Always disconnected,I have to reconnect printer every time I want to use it.,1,1Tots,2024-07-12T14:00:28-07:00,1.18.1,us
Easy to use,Love our new brother printer.  Simple to set up and easy to use.,5,Mike Kalvoda,2024-07-10T16:14:20-07:00,1.18.1,us
connectivity  issues every time,I have never had so may print issues as with this app! I basically have to unplug and plug back in to get it to print or update the firmware. For the love of God stop updating the printer.,2,Berger Roy Al,2024-07-06T06:22:30-07:00,1.18.1,us
My anxiety got the best of me,My anxiety got the best of me but it was actually very simple to set up and I was surprised since I have very little head space for electronics . If you’re looking for a product that offers plenty of resources to understand how to use the technology then brothers is your printer brand !,5,lunagemm444,2024-07-04T00:11:42-07:00,1.18.1,us
Alters my photo,"It keeps cropping my photo, despite everything I try",1,AmylaneE,2024-07-03T14:08:29-07:00,1.18.1,us
Works but is annoying,This app works well but is constantly trying to sell you stuff. For instance at the bottom of the super long user agreement you have to agree to there is a little switch that is automatically set to yes which is asking you if you want to receive spam from Brother. Just reviewing cause they annoyingly prompted to in the app. Here’s your review Brother! Thank me later.,3,Louisius,2024-07-01T13:35:10-07:00,1.18.1,us
Poor connection,Never prints automatically from phone like last Brother printer. WiFi connection always needs to be reset. Very frustrating.,2,ADT0000,2024-06-29T10:24:39-07:00,1.18.1,us
A picture,It did not print I am not happy,1,jlfkjf,2024-06-23T18:50:11-07:00,1.18.1,us
Doesn’t support iOS ShareSheet,"The built-in iOS “Print” action on the default iPhone ShareSheet doesn’t print certain PDF data correctly to Brother printers, but they print perfectly if printed from the MobileConnect app. No problem, right? Just add MobileConnect to the iOS ShareSheet… As of 6/2024, this app *can’t* be added to the iOS ShareSheet because support for the ShareSheet isn’t included in the code. This means that instead of being able to print directly from other apps on the iPhone via MobileConnect, you have to open MobileConnect *separately,* navigate back to whatever you wanted to print, and then print from there. The app seems to be quite good for what it does, but it BADLY needs to support iOS ShareSheet.

6/20/24 Update: the canned response from Brother isn’t helpful in the slightest.  I contacted Brother Support before writing my review; they fumbled around and said there was nothing they could do.",3,Michael in KS,2024-06-20T08:00:58-07:00,1.18.1,us
DOES NOT WORK!,I’ve tried everything. I have followed all the instructions. Complied with all the prompts. Not sure what I’m doing wrong. Mobile app does not work on anything I try.,1,Hoochy 1234,2024-06-18T15:53:38-07:00,1.18.1,us
"Mediocre software, Presumptuous company","I found the Brother printer management app pretty tedious to set up. I lost track of the number of times I was asked to agree to a EULA. But Brother and the App Store found a truly reliable way to get a poor review: ASK ME FOR A REVIEW  LESS THAN 10 MINUTES AFTER I INSTALL THE APP! How about, next time, give me about 20 minutes to figure out how much your app stinks before you ask for a review.",3,HansInATX,2024-06-18T12:31:09-07:00,1.18.1,us
Challenging to set up,"Initially I was able to print no issues, now I cannot seem to figure it out! I cannot take it out of “Deep Sleep”!",1,Orozco,2024-06-16T19:18:08-07:00,1.18.0,us
Very bad to connect to WiFi,Very slow and complicated,1,B har to leave a review,2024-06-16T11:25:30-07:00,1.18.0,us
love this app!!,"connected seamlessly with my printer, and i love the option to resize what i want to print, weird that not most apps/services have that, from what i've seen",5,reyg0923,2024-06-15T19:12:51-07:00,1.18.0,us
Works great,I pad connected,5,Eapac Great,2024-06-08T10:59:01-07:00,1.17.0,us
Cannot connect to printer,Always an issues connecting to printer … printer always sleeping .,1,Dilan8241,2024-06-05T22:49:25-07:00,1.17.0,us
Very Pleased,I’ve used this with both my phone and my iPad and so far have been pleased. (Actually it’s the first time I’ve ever been able to get a wireless print to work so I’m super excited about that!),5,Kst8ter,2024-06-05T06:56:16-07:00,1.17.0,us
Awful,Awfull piece of equipment very hart to set up,1,Curiousedit,2024-06-03T17:57:33-07:00,1.17.0,us
Brother printer,This was the easiest printer to set up on my WiFi and print quality is great!,5,labrat113,2024-06-01T12:16:05-07:00,1.17.0,us
Eh,If you are using it to print photos. It doesn’t allow you to crop them very well. And it prints out completely different than the preview.,1,LovelyLexi73108,2024-05-29T14:11:47-07:00,1.17.0,us
Horrific experience,"Literally following every instruction on the app to connect including their you tube video and absolutely nothing happens. 
Support is non existent and simply redirects you to the same junk instructions. 
Would rather have a lesser printer that I can at least use",1,Dukkkhead,2024-05-29T07:04:16-07:00,1.17.0,us
Walgreens,Walgreens,5,Mobiledoc123,2024-05-26T05:37:08-07:00,1.17.0,us
Satisfied Consumer,Just purchased my printer yesterday. Took me a while to connect but that’s just was on my end. Really impressed with the quality and speed on bond paper. As a fine artist I see a lot of potentials with this printer. I’m a satisfied customer!,5,dnhai,2024-05-18T09:15:12-07:00,1.17.0,us
Love it!!,"So easy to install on your phone or your laptop, great scanning features and remote printing!",5,Lyn Sanchez,2024-05-15T13:02:15-07:00,1.17.0,us
Not mobile friendly at all and support not very helpful,"Having nothing but issue connecting with mobile, directions dont work right and calling support I was told I can’t connect with mobile??? On top of that who wants an app in order to mobile print? In todays day and age there should be air print access built in, like plug and play. Why is this so difficult??? 👎🏻",1,Houfek23,2024-05-04T11:01:10-07:00,1.17.0,us
Works great,Easy easy to use. Straightforward. I’ll use it more.,5,None4000,2024-05-03T15:25:31-07:00,1.17.0,us
Great printer,Brother is always my first choice,5,Dapperdan10,2024-05-01T16:46:26-07:00,1.17.0,us
Mfcj1010dw,"Really like the printer only issue is with a 2.4 GHz connection makes it hard to connect with any other Wi-fi with 5gh have to manually switch to the Wi-Fi on the printer to print each time, kind of annoying",4,kaizeej,2024-05-01T11:12:27-07:00,1.17.0,us
Olympia WA,"Not the easiest setup.  Fumbled initial setup without success.  Finally , started all over by unplugging printer and beginning setup process anew, carefully following each prompt exactly.  Bingo, it worked (so far)!  
Able to print docs from my iPhone.  

Wished Brother would automate the entire process so it’s just plug and play.  Understand why it might be difficult and frustrating for non-tech savvy persons to jump through all the hoops to set up this printer.",4,Arby L.,2024-04-28T13:47:15-07:00,1.17.0,us
A bit frustrating,I was excited at first because mobile connection was easy to use. As I have had it longer it is unpredictable and I need to try many times until the printing actually happens.,3,SJJQPCSMZ,2024-04-27T14:59:25-07:00,1.17.0,us
I like my lil printer so far,I've had my printer a few months so far so good set up was easy 😊,5,Toki9075,2024-04-16T06:11:42-07:00,1.16.1,us
Remote Printing,Bought this printer in 2018 and love it. The only thing I have yet to figure out is how to print remotely. Not from the same location. That works fine. I want to print from out of town. Any help would be appreciated.,5,w2fjs,2024-04-13T16:37:57-07:00,1.16.1,us
Cuts off top part of photos,Cuts off top part of photos,4,Jlm@2026,2024-04-13T06:02:56-07:00,1.16.1,us
App restrictions,Can only print from app.  Can’t print directly from email,1,What Is In It,2024-04-09T05:23:33-07:00,1.16.1,us
Cant print or connect from app,"The app is useless with theHL-L2405W printer. Cant connect my printer to wifi with the app, can’t register my printer with the app, can even print from it.",1,Idkurtegfs,2024-04-08T17:20:11-07:00,1.16.1,us
Limited functionality,"The printer works great, but this app gives very limited options for layout adjustment with pdfs and image printing - can’t choose short edge/long edge binding, which direction a layout with multiple pages on one page will print, and no options to choose to fit an image to the page / shrink or expand, all of which is standard in computer printer settings.  Would love love love an update with any/all of these options",2,Smeasles,2024-04-06T06:36:48-07:00,1.16.1,us
Reasonable,"Personally, I like it. I wish I could print from the photos app on my iPhone with my printer automatically, but that’s for Apple I guess. It’s slightly convoluted, and there’s so many options I get confused. (Maybe that’s me?) overall, it’s great though.",4,OhYeah97,2024-04-03T11:28:19-07:00,1.16.1,us
Problemas con wifi,No se puede conectar al teléfono 📱 lo lo quiere reconocer tampoco quiere reconocer el Reuters. La aplicaciones que trae la Brothef MFC-J6555DW tampoco en la aplicaciones no tienen directamente para poner la información del Reuters para que se puedan conectar. Es bien difícil configurar está máquina por el tipo de aplicaciones que trae solo solo puede conectarse a la PC por el puesto UBS pero a la telefonía móvil no lo acepta.  Espero su pronta solución o tendré que devolverla .,1,Land7,2024-03-30T14:51:55-07:00,1.16.1,us
Brothers mobile app Failure,"I love Brothers printers, they are reliable, better than most for ink consumption and fairly fast. The downside is the software on the mobile side. Computer side you can adjust or tweak setting much better.

So have you ever wanted to pick 2 or 4 photos that you want wallet sized and have them print on one page? Let’s say you want to print a photo with 5 x 7 size? NOT going to happen with the Brothers Apps. For Gods sake it’s 2024 and they just can’t offer anything other than A4, A5, Full or legal size paper options? Why is that? So I went to the Brothers forum to ask how to print 5 x 7 photos and there were only 10 posts for 2024! I had tech support on the phone and she didn’t have a work around or solution.
So buyer be ware if you want to use your iPhone when printing photos from a Brothers printer!",2,kjjerome,2024-03-28T14:34:34-07:00,1.16.1,us
I make blox cola rovlos :D,This was so cool i made bloxy cola yayyy,5,NS (originalappleid2007),2024-03-26T16:37:56-07:00,1.16.1,us
Brother DCP-L2640DW,Great fast print quality and easy setup for mobile printing.  Recommend 100%,5,Great solitare player,2024-03-26T16:01:39-07:00,1.16.1,us
Printing with iPhone,"It has been a nightmare to print with my new iPhone 
This mobile connect for my brother laser printer works but barely and it’s difficult to navigate
So far the only way I’ve been able to print is by sharing the image or file and I don’t know if that’s gonna work every time I need it very difficult

This app doesn’t navigate at all like the other brother I print apps
.com",1,TedBrown2,2024-03-23T14:37:53-07:00,1.16.1,us
No direct connection,Cannot get machine to connect to WiFi. Have to load everything in a file to copy. Definitely not convenient,1,big sasie,2024-03-22T05:16:28-07:00,1.16.1,us
Jesus,Is my savior,5,arthur purgatory,2024-03-21T06:25:54-07:00,1.16.1,us
Simple to use!,"We have been in need of a printer that actually works when you’re ready to use it.
I can barely turn electronics on, but I connected to the PC and my phone.  So easy to use!!  Only a few days in, but so happy with our purchase.",5,what the hecki,2024-03-18T15:10:11-07:00,1.16.1,us
AirPrint?,"Doesn’t work well, at all!",1,ac_chill,2024-03-17T14:34:12-07:00,1.16.1,us
Super easy to use,Very easy and intuitive to use. Very impressive. Thank you.,5,Best printer/scanner,2024-03-16T19:21:10-07:00,1.16.1,us
Mr Ken,Super print output - certainly saves going through multi steps to get a print out!,5,retired mechanic,2024-03-16T19:01:30-07:00,1.16.1,us
DCP-L2640DW,Awesome,5,Google 810,2024-03-12T22:19:29-07:00,1.16.1,us
Problems,It is not connecting to my printer,1,begmatbek,2024-03-11T15:11:56-07:00,1.16.1,us
Can’t AirPrint Yet,"I’m not sure developers ever test their products with regular people. I’ve been trying for two days to get my MFC-J1010DW to work with my IPAD and IPHONE. No joy yet. Some screens have a blank with no guidance on what entry is expected. Thought maybe I needed to authenticate my device. The program will send me an email to authenticate but I can’t use my computer email app to open. Still haven’t found the email. BE VERY CAREFUL CALLING SUPPORT. THERE ARE COMPANIES OUT THERE THAT LOOK LIKE BROTHER BUT THEY CHARGE FOR THE HELP.
March 11, 2024
I discovered the problem after two days of frustration. My internet connection was running at 5 ghz and the printer needs 2.5 ghz. Changed my internet settings and the printer works perfectly. Fast, crisp printing for very little money.",4,1wiest,2024-03-11T04:49:45-07:00,1.16.1,us
Pace of Death,I could have hand drawn these images in the time it took to upload to the app.,1,leahs_one_good_ear,2024-03-09T08:48:26-07:00,1.16.1,us
Great,Great,5,Blacc Butterfli,2024-03-04T18:49:36-07:00,1.16.1,us
Great printing help,"This printer does a super job on helping me to advance my printouts, both black and color.",5,Marty OT,2024-03-01T07:16:05-07:00,1.16.1,us
Worst wireless printer I have owned so far,It never prints when I ask it too. I have troubleshooted a ton. When it does decide it likes what I want it to print it only prints it on half the page. It’s crazy. So far not my fav for sure.,1,jhaven07,2024-02-21T14:50:26-07:00,1.16.1,us
Won’t connect,"Horrible app. Bad user interface, won’t connect or constantly drops printers. Do not bother.",1,Tmcg8083,2024-02-20T12:58:55-07:00,1.16.1,us
Small and easy to use,"Easy to set up and easy to use, printing off your phone makes everything super convenient. Only had it a few months but so far very satisfied with my purchase.",5,Casna77,2024-02-20T07:25:29-07:00,1.16.1,us
Pleased!,Very easy set up with WiFi and mobile app. Started using with in 20 minutes after unpacking and setting up.,5,C4 Mechanical,2024-02-18T12:34:35-07:00,1.16.1,us
Terrible program/printer,"Finally got the app to work - its set to make your printer disappear immediately it you don’t hassle to click on it before it disappears. Now it wants me to update the printer, but I have to put in a password (which one?) and it is extremely tedious, especially for a disabled person. But, I soldiered on and put in my Brother password (doesn’t it make sense that is what it’s wanting?) but, no. So, I put in my Wi-Fi password. Nope! Won’t accept that one either. Did this twice. Not only that, but you can’t back out and have to unplug it to get it off trying to update. So, I will only be able to use this printer (and app) until there are so many updates it won’t work anymore and then I guess I’ll just have to trash it. Bad, horrible, terrible engineering. Will go back to Epson after this no longer works because I can’t update the firmware.",1,Granny Doc,2024-02-17T20:59:59-07:00,1.16.1,us
Amazing Product!!!,"Hi, I received my printer and went through the setup process then I ran a few test prints and I was done…. Oh! The most important point to all this is that I struggled for a period of time with other brands, all of which weren’t iOS friendly. I highly recommend this product to anyone who use iOS based devices. HAPPY! HAPPY! HAPPY!!!",5,arlocust03,2024-02-16T04:39:46-07:00,1.16.1,us
Not efficient,Before the app I could easily select the option from my IPhone to send docs to the printer. Now I have to jump thru numerous hoops from various apps/internet to get documents to print,1,pjgyenge,2024-02-13T03:18:28-07:00,1.16.0,us
Worst Printer Ever,"From Day 1 I’ve had nothing but trouble with this printer.  Hours online, only to have the same problems over & over again.  Constantly dropping offline; trying to type my password in repeatedly on their ridiculously tiny screen.  There’s no rhyme or reason to why it suddenly will start connecting again—do I input the same info 10x? 20x? Who knows what the magic # is.  The simplest print jobs (especially when I need them NOW) take hours—sometimes days until it’s working again.

Don’t waste your $. Stick with HP!",1,u23cgfh,2024-02-12T18:16:48-07:00,1.16.0,us
Terribly slow printer,Awful printer. Plan on returning it,1,LPB 61982,2024-02-12T16:18:01-07:00,1.16.0,us
Brother vs HP,This is my second brother printer. I had the first one for almost a decade. Then shifted to HP aa I fell for their clever marketing and a good looking red exterior.  Within a year I got rid of the HP and moved back to Brother.  The Brother printers are more reliable then HP. Especially for wireless printing. I highly recommend this printer over HP,5,Best camera for home security,2024-02-11T03:39:18-07:00,1.16.0,us
Difficult to set up,Not user friendly,1,Saluki alex,2024-01-29T14:42:52-07:00,1.16.0,us
Love it!,"Loving our new Brother printer. Lots of great features, especially like the double sided print option. The phone app is awesome.",5,Hog2015,2024-01-26T07:03:07-07:00,1.16.0,us
Will be returning the printer,I will not allow push notifications and I do not need a firmware update. Since I cant move forward without that I will return it for a full refund.,1,Drive thru 666,2024-01-25T16:24:35-07:00,1.16.0,us
Technical Support is Useless,App is stuck on gathering supplies information.  I am not able to print.  Technical support is useless.  So disappointed in Brother for lack of support to fix the problem.,1,papa1450,2024-01-23T10:02:07-07:00,1.16.0,us
Oh Brother!,"Horrible connection issues with iPhone. Never wants to print directly from the phone. Only solution is to add multiple steps in saving docs and printing through the Brother app. Not a tech friendly solution to home printing. Archaic set up with a CD? Manually inputing network info? What is this 2006??? I wanted Brother to be a SMART home solution and I ordered the latest model laser printer. It’s cheap plastic and outdated out of the box. I will be returning. Brother needs to revamp their whole software and connection tools, even their app looks like a Walgreens kiosk from 1999. Sad. They make good good cost effective prints, but at a cost to your sanity.",1,Nikon Warrior,2024-01-21T10:02:02-07:00,1.16.0,us
Doesn’t work,Doesn’t work,1,DANPHIGH,2024-01-17T20:10:45-07:00,1.16.0,us
Wendell,I’m enjoying this new printer easy WiFi operation and convenience,5,schwindaddy,2024-01-15T06:10:40-07:00,1.16.0,us
It is the best app I’ve ever seen,Literally nothing is better than it,5,00glitch00,2024-01-13T05:24:33-07:00,1.16.0,us
One Office,You're the best🖤,5,Ayoub F Abdullah,2024-01-10T10:19:56-07:00,1.16.0,us
Doesn’t always print.,Not sure if it’s the printer or our wifi or my iPhone.  But when I try to print from my phone it doesn’t consistently print.,2,Crimefighter84,2024-01-04T09:55:54-07:00,1.16.0,us
Easy breezy,"d.l app 
Add printer that’s connected to same Wi-Fi as phone
Hit print 

For shipping labels I chose fine print because the UPC bar was all squiggly 

Pleased!! Finally I can print! What a saga!",5,ShooterMgavin’,2024-01-02T18:33:54-07:00,1.16.0,us
Very hard to set up,There is no clear way to connect this machine to your WiFi network. Normally there is a panel on the machine where you can connect to WiFi. It’s very confusing to set this up.,1,Rfitzie,2024-01-02T11:14:00-07:00,1.16.0,us
Awful app,"It’s complicated to set up and technical support from Brotjer is practically non-existent, unless you want to wait on the phone for 90 minutes.",1,Skeefj,2024-01-01T17:17:49-07:00,1.16.0,us
No.. Just No,"Never works right and have to reset the printer to factory settings constantly. Brother were always the best printers, but not anymore 👎🏼",1,JRisbell,2023-12-31T15:20:43-07:00,1.16.0,us
Why does it have to be connected to Wi-Fi?,"I can’t do anything with this machine unless it connected to Wi-Fi even though my device and the machine are connected. Because of this, the machine is obsolete to me.",1,PotLickingSonOfAPup,2023-12-30T12:09:48-07:00,1.16.0,us
No issues,Flawless and syncs with my iPhone.  The option to print from my iPhone comes up as an option to print.,5,chair 2 squeaky,2023-12-30T05:02:28-07:00,1.16.0,us
Always works,"When other printer apps don’t work, this always works. I have deleted all air apps but this. Great app",5,Joeygjc,2023-12-29T13:16:12-07:00,1.16.0,us
Highly annoying,This app and printer are about as user friendly as shoving a porcupine up your rectum.,1,PatchNJ1,2023-12-26T14:05:15-07:00,1.16.0,us
So far so good,Very easy set up and prints beautifully!,5,MsMack007,2023-12-25T20:21:17-07:00,1.16.0,us
Makes mobile printing easy,Very convenient way to use all the features of my printer directly from my phone,5,Manders997,2023-12-24T22:22:21-07:00,1.16.0,us
Connection,This is the second try for me with Brother Printers. I sent the first one back and got an HP. It worked fine. I decided I wanted to try another Brother because I have a Brother Luminaire XP3 and a Scan n Cut SDX325. I thought it would be nice to have a Brother Printer. I have tried everything and I cannot get it to print. I am going to return it. I am tired of wasting hours trying different things. It will not print  with my iPad/iPhone or my laptop. Why do you make it so hard??,1,B Estes,2023-12-23T14:50:57-07:00,1.16.0,us
Great printer!,So nice to print from phone or computer!!,5,Jimbly1050,2023-12-23T09:19:11-07:00,1.16.0,us
Needed forever,"This is the most important part of this mobile phone.  Is as handy as the camera itself. LOVE IT, LIVE IT. GET IT.",5,Booker T Farmer,2023-12-20T02:28:44-07:00,1.15.1,us
Scan,Too hard to use,5,###JM,2023-12-18T11:33:11-07:00,1.15.1,us
No control of basic functions,No control of printing size. Prints of photos are partially printed because there’s no fit to paper option. It’s as if it’s printing a billboard. You only get a portion of the photo on standard letter size paper. Seems totally dedicated to marketing laser refills.,1,!!dr,2023-12-13T18:03:58-07:00,1.15.1,us
App is rubbish,"Connectivity is spotty and will stop working if you change the admin password on your brother printer. There is no option to wake the printer if needed. Print jobs get stuck and silently requeue themselves, resulting in enormous amounts of wasted toner, paper and time. Worse, the app never resets the copies count on new print jobs, so oftentimes, I make the mistake of sending 3 or more duplicate prints when I only needed 1. 
Connectivity doesn't work at ALL if the printer and MobileConnect client are attached to different access points, even if they are part of the same WiFi network.",2,wj4,2023-12-09T06:10:39-07:00,1.15.1,us
Brother,It is so so so good there is no errors and it tells you if something is wrong.,5,Hdbdvbfhfgdhdhdggvvvvv,2023-11-26T18:39:10-07:00,1.15.0,us
wifi brother not working,"no good, will return",1,jarasb,2023-11-17T15:59:52-07:00,1.15.0,us
Pain,Pain to connect,1,akaletta,2023-11-15T08:33:31-07:00,1.15.0,us
Rất tốt,Tốt lắm,5,Michael0223,2023-11-10T05:57:31-07:00,1.14.0,us
My new brother’s all in one,I absolutely love it from just the 1st start up and printing from my phone. i’m looking forward to using all this machine has to offer and will let everybody know after a couple of months or a couple of days lol.,5,merkgyver,2023-11-08T17:52:44-07:00,1.14.0,us
Not easy,Spend time setting up but still not working,2,LouisMills,2023-10-31T16:43:31-07:00,1.14.0,us
4x6 color photos,Takes about 10 minutes for each selected photo to print,1,Oldsailer,2023-10-25T15:16:25-07:00,1.14.0,us
It’s so easy!,Scanned and printed my first copies. I’m so excited!,5,Beauty sleep 2,2023-10-19T14:16:51-07:00,1.14.0,us
Problem with size printing.,No matter what I do it keeps printing large copies. Don’t fit the page.,1,Fouad Graoui,2023-10-19T08:27:18-07:00,1.14.0,us
Won’t connect to my ip address,I ended up wasting a bunch of time trying to connect this so I could print to my printer from my iphone. None of the troubleshooting worked for me.,1,Smgesus,2023-10-17T12:59:51-07:00,1.14.0,us
Not overly intuitive.,Not very intuitive and always trying to get you to subscribe for ink contract.,3,gs909202,2023-10-07T06:28:37-07:00,1.14.0,us
App crashes before opening,"I just got a new brother printer that I can’t sync to my iPhones (I have 2 iPhones a 7 plus and a 13 Pro with different iOS).
The app won’t open. It crashes before it opens. What a disappointment.  Now what? Most of my work is from my iPhone and there is no functional app to sync it with. 
This is extremely disappointing.",1,Mariza_r_f,2023-09-30T13:03:38-07:00,1.14.0,us
No good,It should not be this hard to print something from a cell phone. It’s probably easier to print pictures taking from the space station than it is to be able to print papers off on the printer in the other room.,2,Billy24564,2023-09-24T06:03:11-07:00,1.13.1,us
Impressed,"I’m so impressed how easy and smooth usage with high quality scanning! 

Nice!

Keep up your innovation, Brother! 

Thanks a lot!",5,time traveler nurse,2023-09-16T15:45:58-07:00,1.13.1,us
Problemas,"Puedo imprimir desde mi teléfono sin usar la aplicación. La aplicación es obligada para escanear o digitalizar pero es un problema, olvida el equipo y hay que volver a desinstalar la aplicación para volver a instalar y volver a configurar la impresora cada ves que necesitas digitalizar documentos.( La aplicación dice que no ve la impresora y si me salgo de la aplicación imprimo mis documentos sin problema)",1,Varadossssssss,2023-09-16T04:31:40-07:00,1.13.1,us
Glad I did my research!,"This is a budget friendly product, easy to set up, the app that goes with the printer is user friendly and when you print a document with front & back it automatically prints front and back🤯 Like I said, “I am glad I did my research “!! We have differently been over paying for home printers and ink for to long. Bravo to Bothers printer’s for the app capabilities and a better budget friendly product!! Money will saved 💰",4,Marie S. Norris,2023-09-11T17:29:45-07:00,1.13.1,us
"Buggy, buggy, buggy !",Buggy.,3,CFMindless,2023-09-08T13:51:45-07:00,1.13.1,us
