source,date,rating,content,title,version
Google Play,2025-11-13 16:27:28,1,it wouldn't let me enter my password. it kept glitches and wouldn't let me continue even with a keyboard to type.,,
Google Play,2025-11-13 12:33:31,1,not god wark,,20.1.2.5988
Google Play,2025-11-13 12:02:20,1,Can't print a document at it's actual size. You would think it could print a large image over a few pages. I've been doing this for years. Also I have to sign into my account just to print a piece of paper. Why do I even have an HP account? Nov 2025 update: still sucks.,,20.1.0.5822
Google Play,2025-11-13 10:36:52,1,unable to access account,,20.1.0.5822
Google Play,2025-11-13 10:00:03,1,"on most review boards, you will see the company's response and advise to steps needed to fix the problem. I find it enlightening that NO WHERE IN ALL THE REVIEWS IS HP REPLYING TO HELP ANYONE WITH THE PROBLEM THEY ARE EXPERIENCING, USING THIS APP OR HP PRINTERS OR INSTANT INK ISSUES OF LOCKING UP YOUR PRINTER. My mind has been made up for me after reading many reviews and finding no responses from HP. I WANT NO PART OF HP OR INSTANT INK. PERIOD THE END. I SUGGEST YOU READ THESE REVIEWS!!",,
Google Play,2025-11-13 09:11:34,1,"my printer dosent work anymore and the app? dosent even tell me what to do exactly, I hate this app.",,20.1.0.5822
Google Play,2025-11-13 08:58:22,1,"Hpsmart before much more easy that now update version, i can't print anymore by using connect to my phone",,
Google Play,2025-11-13 08:21:26,1,I lost my printer from wifi network and mobile device in new update app. here not re setup in printer 1188fnw to mobile to wifi network.,,20.1.0.5822
Google Play,2025-11-13 08:04:25,1,"usually I get a blank screen and have to login to the website, which is not much better. The old app worked well. If it ain't broke...",,20.1.0.5822
Google Play,2025-11-13 07:30:04,3,this product works some times and then updates is where the problems begin.,,20.1.0.5822
Google Play,2025-11-13 06:39:36,1,"App no longer allows scanning with one's smartphone. NOT VERY SMART, HP",,20.1.0.5822
Google Play,2025-11-13 03:51:16,2,"They updated the app, and it's not a good update. Everything is harder to find and it's really slow now :(",,20.1.2.5988
Google Play,2025-11-13 03:30:20,5,good,,20.1.0.5822
Google Play,2025-11-13 01:25:03,3,The Hp 4155e is the least user friendly printer ever made.,,20.1.0.5822
Google Play,2025-11-13 00:39:41,4,"Awesome service, it takes a while to get to the printers status but other than that, super ok.",,20.1.0.5822
Google Play,2025-11-12 19:27:59,5,achha he Sab kuch dhnag se ho jata he,,20.1.2.5988
Google Play,2025-11-12 17:42:28,1,"Terrible. App doesn't work, their printers don't work either. If their goal here was to fail, they're doing a great job at it. It doesn't let me print, I have to sign in every time I want to print something, it slaps $40 ink cartridges in my face (same price as the entire printer btw), then tells me the ones I brought don't work. I've spent an entire hour trying to get it to work. Even softly cleaned the damn machine for nothing. Don't waste your time with this greedy company. App and all",,20.1.2.5988
Google Play,2025-11-12 16:30:30,1,they got rid of the hp smart app and now my printer won't connect and the troubleshooting is terrible,,20.1.0.5822
Google Play,2025-11-12 12:20:49,1,Ever since you updated this app it's been impossible to connect to my printer via mobile. When it was the HP Smart app for printers I never had an issue and it worked flawlessly. It was so easy to connect to the printer from my mobile. Now it's impossible and I'm constantly getting an endless number of error messages such as printer not found or can't connect to printer. I'm fed up and even thinking about selling the printer or donating it. I'm having the same issue on Android and Iphone apps,,20.1.0.5822
Google Play,2025-11-12 11:57:53,1,"why did I buy an HP printer. I knew better. I have the same issues with the ""update"" as all of the other reviewers, but I also found out after I put a new genuine black ink (colour is almost done) it doesn't print all the black and white or gray-scale shades. Yes, I did all the cleaning alignment things... nothing. Just wasted Time, Patience and Ink. 😡",,20.1.2.5988
Google Play,2025-11-12 11:03:13,1,can't resize the images in the app. makes the printer useless.,,20.1.0.5822
Google Play,2025-11-12 10:35:27,1,"HP is sadly loosing more and more its integrity. Next printer will be Not HP. The app doesn't work, need to watch YouTube videos to get help. No help from HP. Printer uses toooo much ink.... cartridges are in sane expensive. Why did I buy this printer? Next one will be a Canon.",,20.1.0.5822
Google Play,2025-11-12 09:11:18,1,the worst pathetic purchase ever in my list of necessary things. every time a slow connection hotspot printing connection error. all in one point is don't ever buy HP products.,,20.1.0.5822
Google Play,2025-11-12 07:13:15,5,very good!,,20.1.0.5822
Google Play,2025-11-12 07:08:35,1,awful. impossible to set up.,,20.1.0.5822
Google Play,2025-11-12 06:52:37,1,Printer doesn't work properly it randomly stops printing,,
Google Play,2025-11-12 05:23:35,1,horriable hate it,,20.1.0.5822
Google Play,2025-11-12 03:04:21,2,I'm so unhappy this update app,,20.1.0.5822
Google Play,2025-11-12 02:54:17,1,It is as if they were trying to make their software bad,,20.1.2.5988
Google Play,2025-11-12 01:51:29,1,Very difficult to use because I let my account lapse. They will not let me create a new account.,,20.1.0.5822
Google Play,2025-11-12 01:40:01,1,"terrible... never works.... too complex.... has to go through app at all times... which never works .... what happened to just switch on your printer & print, scan, copy .... ????",,20.1.0.5822
Google Play,2025-11-12 00:07:43,5,happy,,
Google Play,2025-11-11 21:48:06,3,"User needs to login to HP to print a pdf on the HP printer they paid for! Does not work in landscape orientation on a foldable. Not the app fault, but HP printer does not reconnect automatically to a hotspot that it was successfully connected to after the hotspot is restarted (all my Android devices reconnect to the restarted hotspot without any issue). Will probably use Android Wi-Fi Direct instead and uninstall the app due to the issues with hotspot restarts.",,20.1.0.5822
Google Play,2025-11-11 21:03:29,1,Never buying anything from HP ever,,
Google Play,2025-11-11 21:00:19,1,not for chrombook,,17.35.0.5115
Google Play,2025-11-11 15:56:24,1,how come I cannot adjust the size of what I'm printing docking and door photos?,,20.1.0.5822
Google Play,2025-11-11 15:40:04,5,super ❤️,,20.1.0.5822
Google Play,2025-11-11 15:17:18,1,awful. my printer doesn't even print now,,20.1.0.5822
Google Play,2025-11-11 14:16:34,2,hp app login does not bring up keyboard to allow input of password on samsung tab A s10 FE,,20.1.2.5988
Google Play,2025-11-11 09:52:06,2,"print jobs stuck in que. can't print anything. virtual-assistant ""support"" is a joke.",,20.1.0.5822
Google Play,2025-11-11 09:40:53,1,that's so bad and and it's so hard to singin,,20.1.0.5822
Google Play,2025-11-11 08:39:21,4,helpful app,,20.1.2.5988
Google Play,2025-11-11 08:28:16,5,Good work,,20.1.0.5822
Google Play,2025-11-11 08:14:24,1,"app is a headache, doesnt work.",,20.1.0.5822
Google Play,2025-11-11 07:39:20,1,I hate this app and company so much. the fact i need to make an account and use a horriblly functioning app to operate my printer is so impossibly frustrating.,,20.1.0.5822
Google Play,2025-11-11 06:20:19,5,impressive,,20.1.0.5822
Google Play,2025-11-11 05:44:07,5,awful cant work it out 2 printers and still no joy not good :(,,8.6.1.65
Google Play,2025-11-11 04:46:29,5,Very good app👍😀👍....can print everything.Give 5 stars.,,20.1.0.5822
Google Play,2025-11-11 03:25:08,2,I am having a hard time with the update....I can't connect the wifi into my printer anymore.,,20.1.0.5822
Google Play,2025-11-11 02:41:44,5,Efficient app,,20.1.0.5822
Google Play,2025-11-11 00:19:36,1,"Oversimplified. Multiple settings missing from print dialogue. Multiple pages per sheet biggest example, have to constantly fire up my laptop if I want that",,20.1.0.5822
Google Play,2025-11-10 19:57:18,2,Can't print from the app. App doesn't recognize my All-In account. About all it's good for is to see my ink levels other than that it doesn't think I'm connected to my printer. 11.10.25 Latest update doesn't let me print from any place on my phone.,,20.1.0.5822
Google Play,2025-11-10 18:47:38,1,Printing....you can't even print anything on word lol app can't print from phone lol..,,20.1.0.5822
Google Play,2025-11-10 15:56:06,5,good,,16.5.1.4270
Google Play,2025-11-10 15:41:20,2,new app is usable,,20.1.0.5822
Google Play,2025-11-10 15:23:04,1,"I don't want to use an app to print, also your printer sucks and will NEVER connect to my phone even when they're literally right next to each other.",,20.1.0.5822
Google Play,2025-11-10 11:08:34,5,"Great application, easy to use.",,20.1.0.5822
Google Play,2025-11-10 11:07:02,1,does not work,,20.1.0.5822
Google Play,2025-11-10 09:30:46,2,"Why do I have to sign in to print FROM MY OWN PRINTER? Aside from that, it hijacks the native printing options from Android, and it seems to always throw out an error if the app is open in the background and I try to print from the native printing options. It is also not available to share to, so I HAVE to use the native print function (though I do prefer it), so the only workaround would be to download the file, then open it up in the app (which you HAVE to sign into to print). Stupid!",,20.1.0.5822
Google Play,2025-11-10 08:36:32,1,God forbid I want to use my printer without making an account,,20.1.0.5822
Google Play,2025-11-10 08:30:37,1,"HP Cloud scans show up in app, but don't download to device at all... constantly forgets the connected Printer and just generally clunky experience. For a company like HP, this is poor.",,20.1.0.5822
Google Play,2025-11-10 07:59:17,1,The app works intermittently.. so frustrating. returning the printer because of the app!,,20.1.0.5822
Google Play,2025-11-10 06:00:08,1,I have always brought HP printers but with security protocol and software update for just a printer this one will be going in the trash and my last buying any HP products. I don't own a actual computer or even laptop that could even download the updates. For a tech company with a significant amount of cell phone devices.,,20.1.0.5822
Google Play,2025-11-10 03:47:06,1,"bloated app and pc software, printer constantly disconnects, instant ink blocks cartridges if you stop paying AVOID EVEN IF FREE",,20.1.0.5822
Google Play,2025-11-10 03:30:17,1,please hp engineer say us how can we scan documents on wireless 419 with out using a internet. very pathetic application that will work only with internet linked to this printer. how can people like me can use this since internet is costly and we don't have routers connection I am using 2019 make apk to scan my printer since it don't force customer to use internet please make a note u r loosing ur customers 😔 Lastly say us why do we need a internet to scan a photo from my paid printer.,,20.1.0.5822
Google Play,2025-11-10 01:20:57,1,App has been updated and now I cannot print.,,20.1.0.5822
Google Play,2025-11-10 00:46:10,1,everyone seems to pay for the one time deal like Iwas told. now they claim I owe more. why wouldn't they call a or send me a paper bill in mailbox USPS.11-10-2025.🤑,,
Google Play,2025-11-09 23:46:58,1,The previous HP Smart was good. I guess they don't like HP to be SMART and removed the SMART from HP. Now it's only HP. UNINSTALLING HP,,8.8.2.4
Google Play,2025-11-09 21:55:49,1,Th worst printer ever,,20.1.0.5822
Google Play,2025-11-09 21:31:52,1,"Horrible to use error after error, unable to sign in",,20.1.0.5822
Google Play,2025-11-09 20:38:12,2,I have a printer that's out of warranty according to HP and it's not letting me connect to my Wi-Fi. that should not be a problem. the printer is only 2 years old if you cannot afford a printer and you have to buy a printer every 2 years cuz HP wants you to pay for their monthly to get free ink and you don't want to this makes it impossible to connect to your Wi-Fi and 8 hours and then go away when you need a print. it's impossible. what is a girl to do.,,20.1.0.5822
Google Play,2025-11-09 16:02:45,1,Too many steps for downloads for drivers. Limitations on sending fax,,20.1.0.5822
Google Play,2025-11-09 14:48:40,1,forcing me to sign in just to use my OWN printer,,20.1.0.5822
Google Play,2025-11-09 12:41:11,1,I only want teh app on my PC not every damn phone and tablet. What a waste of time,,
Google Play,2025-11-09 08:56:07,1,"Private pickup feature sucks. It is not enabled but randomly active, keep missing important printout.",,20.1.0.5822
Google Play,2025-11-09 08:33:03,1,very Very poor,,20.1.0.5822
Google Play,2025-11-09 08:13:23,1,not good,,20.1.0.5822
Google Play,2025-11-09 07:43:34,1,"connectivity is beyond terrible. it's basically non existent. the printer was cheap enough, but i guess that should have been a red flag. the whole setup is junk.",,20.1.0.5822
Google Play,2025-11-09 06:57:04,1,"This service is so frustrating after canceling the Instant Ink service my printer is screwed, I had to purchase new cartridges since the Instant Ink ones were brand new couldn't even use them anymore they deactivated them. Now I installed the bought Ink cartridges and my printer isn't properly reading that it connected to wifi so I still cant print, after getting nowhere the first time with support im ready to smash this printer, since im in Canada I have to go out of my way to find support.",,20.1.0.5822
Google Play,2025-11-09 05:36:50,1,The new version of the app is super slow and doesn't have shortcuts to do scanning anymore. you have to open up your printer and then find the scan option. Total downgrade.,,20.1.2.5988
Google Play,2025-11-09 05:35:43,2,i thought I would be able to Print through my smart phone but with my Internet is telling me no connection,,20.1.0.5822
Google Play,2025-11-09 05:23:37,1,"Tooo much slow latest app version.., 🤬",,20.1.0.5822
Google Play,2025-11-09 04:31:15,1,"I often have to pull the power cable because the printer disappears from the home network. power button stops working. Scanning software suddenly claims error and looses all scanned pages. Very unsatisfied. Automatic crop size Selden works. cannot store default settings, e. g. no color print, recto/verso as default. good print quality when working.",,20.1.2.5988
Google Play,2025-11-09 03:40:13,5,"If you have an HP printer, this app is amazing. I hope this finds everyone well.",,20.1.0.5822
Google Play,2025-11-09 01:38:55,1,terrible! been scanning a book and towards the end of it the app decided to restart!!! wasting hours of scanning. I didn't save and there seems to be no buffer storage!,,20.1.0.5822
Google Play,2025-11-09 01:16:34,1,Previous version worked well. The new doesn't.,,20.1.0.5822
Google Play,2025-11-08 22:27:54,4,"printer recently started showings, Printer Not Ready. my",,
Google Play,2025-11-08 20:00:05,1,very slow and unable to print any documents,,20.1.0.5822
Google Play,2025-11-08 16:44:02,1,"Horrendous experience!!! Soooo angry and now ""stuck"" too!! I have spent DAYS trying to make this work!! I am SO incredibly angry and frustrated that I cannot even believe myself! I am now STUCK with this HP ENVY Inspire 7200e that HP ITSELF sold me on. It WILL NOT connect to my 5G Home Internet, no matter WHAT anyone suggests. My old HP got disconnected SOMEHOW when I got the new 5G, and now I CANNOT get THAT one to reconnect either, so I have TWO HP PRINTERS, but still cannot print a damn thing",,20.1.0.5822
Google Play,2025-11-08 15:22:43,1,"Useless. Why do I need 3 apps to print? Can't wake up a ""asleep"" printer. still useless a year later.",,20.1.0.5822
Google Play,2025-11-08 14:00:59,2,hp smart was much better. my printer only prints one job and then quits. trying to get it to print again is a night mare.,,20.1.0.5822
Google Play,2025-11-08 12:17:20,1,doesn't tell me where to find what I need,,20.1.0.5822
Google Play,2025-11-08 11:46:40,4,best rate,,20.1.0.5822
Google Play,2025-11-08 11:46:21,1,"app keeps crashing, impossible to print anything",,20.1.0.5822
Google Play,2025-11-08 10:39:57,1,It crashes when you try and print,,20.1.0.5822
Google Play,2025-11-08 06:53:59,1,"i hope i just bought an epson, this is so disappointing, so hard to connect, i never had that problem with my old printer.",,
Google Play,2025-11-08 06:07:54,1,This 'improved' app has made it more difficult to print wirelessly. I can't connect my printer to my new router unless I physically move the printer next to it?? The instructions make no sense and are completely useless.,,20.1.0.5822
Google Play,2025-11-08 05:39:20,2,It used to be easy to scan a document but now the app stalls if the printer isn't on! That's no use to me when I just want to scan a document rather than print it. This is not an improvement to the app.,,20.1.0.5822
Google Play,2025-11-08 05:31:33,3,it takes ages to load when trying to open the app. very slow after App updation,,20.1.0.5822
Google Play,2025-11-08 04:55:47,1,says it is not compatible and to contact developers for more information. Rubbish. What about providing some support ?,,17.20.0.4770
Google Play,2025-11-08 01:20:45,5,just great thanks,,17.20.0.4770
Google Play,2025-11-07 22:27:08,1,my printer broke mid print and I've have been trying to contact hp for several days. I been hit by road blocks every way. all the have is useless virtual assistant that doesn't do anything. please don't buy this product if you want a good service experience. they are the worst. I'm never buying another hp product in my life.,,20.1.0.5822
Google Play,2025-11-07 18:47:13,5,best app well working,,20.1.0.5822
Google Play,2025-11-07 17:26:59,5,love the photo scan,,20.1.0.5822
Google Play,2025-11-07 16:52:50,1,Doesn't work anymore for Android with this new app. Old app worked perfectly. Can no longer connect to the printer.... said fetching printer information... and then never grabs it. please fix asap.,,17.35.0.5115
Google Play,2025-11-07 16:06:14,2,"My printer won't print tirelessly. it did, but stopped.",,20.1.0.5822
Google Play,2025-11-07 15:34:27,1,its not helpful,,20.1.0.5822
Google Play,2025-11-07 14:55:48,1,"Never works right, only works when it wants to. Miss my old printer. Can't even change the settings without having to go through chaos. Absolutely hate this printer, will never buy another HP printer.",,
Google Play,2025-11-07 13:50:17,1,junk printers,,20.1.0.5822
Google Play,2025-11-07 12:42:23,2,Too often does not work You buy a brand new printer for it to say some features are unavailable and they just happen to be the features you bought it for What the heck HP PLEASE FIX YOUR STUFF.,,17.5.0.4545
Google Play,2025-11-07 12:04:06,1,I can't connect plus I haven't received my 6 month free ink on either printer so its to big a hassel I have research to print and can't,,20.1.0.5822
Google Play,2025-11-07 10:48:01,1,Useless app. After following all the steps it forever spins until you run out of patience,,20.1.0.5822
Google Play,2025-11-07 08:25:08,1,not opening on my cell,,20.1.2.5988
Google Play,2025-11-07 07:29:46,1,"even more garbage. in fact. useless! says it's painting 72 pages, then says it's printed one second later. no sign of document. why the hell must it go via ""other servers""? absolute trash! WiFi printing used to work, now it doesn't. want a refund for this overpriced laser printer! what a scam!",,
Google Play,2025-11-07 07:27:52,1,The new UI is worse. It's slower and less convenient,,20.1.0.5822
Google Play,2025-11-07 07:27:29,3,I was given a new printer after my old one went U/S.I have myself going around in circles trying to delete my old one and connect the new one to my WiFi Very frustrating!,,20.1.0.5822
Google Play,2025-11-07 06:29:24,1,Can no longer sign in. Just errors.,,
Google Play,2025-11-07 04:51:29,2,The update is horrible! Never had a problem with the old version. Now my scan documents hardly ever send. If they do send. I get a notification the next day. Saying documents was unable to save. Trying to get a hold of someone to send my cartridges back. Is impossible. Never received an envelope to return old cartridges. And cant find an address to return them either. New version is Horrible.,,20.1.0.5822
Google Play,2025-11-07 02:06:12,2,asks hp credentials making app unusable for guests,,20.1.0.5822
Google Play,2025-11-07 00:43:19,1,can't get help to sort out printer problem,,
Google Play,2025-11-06 23:02:02,2,Redesign looks better than the old app but the fact that the advertisements for a printer subscription are above the functionalities of the actual printer that I have already purchased is infuriating.,,20.1.0.5822
Google Play,2025-11-06 22:58:57,2,Loss the Scanner Feature suddenly,,20.1.2.5988
Google Play,2025-11-06 22:21:33,1,worst app,,
Google Play,2025-11-06 20:38:30,3,"""Rating: 3 stars for good features and benefits.""",,20.1.0.5822
Google Play,2025-11-06 18:47:20,1,you should not have to create an account to print or scan,,
Google Play,2025-11-06 18:23:36,5,Very good,,20.1.0.5822
Google Play,2025-11-06 17:51:42,1,"Why this app is not working at all? HP, you're a famous brand, do something about it. Your reputation is on the line here. Even EPSON app is better than this. Easy to use but not functioning at all.",,20.1.0.5822
Google Play,2025-11-06 16:14:48,1,I cant install the the app or the printer I purchased. because I found out later that its not compatible for Chromebook. I should have known better.,,20.1.0.5822
Google Play,2025-11-06 16:13:08,1,"worst experience, the old version was a lot better and simpler to print",,20.1.0.5822
Google Play,2025-11-06 15:30:16,1,no use in setting up my printer,,20.1.0.5822
Google Play,2025-11-06 14:31:27,2,😞 BAD,,
Google Play,2025-11-06 13:16:46,1,"very poor performance, no option for scanning with wifi",,20.1.0.5822
Google Play,2025-11-06 12:52:21,3,This app seems useful but it's pretty annoying that I need to download an app and make an account just to scan a document.,,
Google Play,2025-11-06 10:09:37,1,"Printer stopped printing, now says not installed correctly. Printing has been hit and miss day by day sinc installed.",,
Google Play,2025-11-06 08:50:52,1,It is a very dumb app and the printer is very much recommended not to buy the printer others are much better,,20.1.0.5822
Google Play,2025-11-06 08:37:22,1,"I can't give less stars, entire business team is dumb.",,17.5.1.4552
Google Play,2025-11-06 08:29:51,1,"This app is worse than useless. It had multiple problems just trying to connect to the printer. While it was doing this, it caused multiple devices on my home network to lose internet connection. After several printer and app restarts it finally did connect the printer however, it could never share the Wi-Fi connection. After another series of time-consuming attempts, I gave up on this app. I was able to connect to Wi-Fi using the printers control panel in 3 minutes. SMH",,20.1.0.5822
Google Play,2025-11-06 08:14:40,5,Excellent free fax service,,20.1.0.5822
Google Play,2025-11-06 08:09:40,5,Great,,
Google Play,2025-11-06 07:42:05,1,"The app is useless garbage. Never connects to the printer. The HP Smart app connected consistently and was easier to use. The new HP app eliminates the ability to do any wireless printing or scanning due to connectivity issues, which have gone on for months with no resolution.",,20.1.0.5822
Google Play,2025-11-06 07:18:57,1,not impressed with trying to find options!!,,20.1.0.5822
Google Play,2025-11-06 07:14:59,1,"Works for a while, then stops working one day.",,
Google Play,2025-11-06 07:00:53,1,New version probably cannot be worse,,20.1.0.5822
Google Play,2025-11-06 04:15:14,1,rubbish app just does not work properly,,20.1.0.5822
Google Play,2025-11-06 00:32:24,1,Takes too much time to connect to the printer,,20.1.0.5822
Google Play,2025-11-06 00:31:35,1,it is now 12:00 midnight I have been trying to set up my 2700 e printer and still cannot. I've gotten on the chat six times and explained and ask for help and been told that the technician will call me within 5 minutes well it's been I don't know 10 11 hours. halfway through it knocks me out and blocks me so I have to start from the beginning again. I've installed and uninstalled and reinstalled this stupid app. I've been using HP products for over 25 years and no more,,20.1.0.5822
Google Play,2025-11-05 23:59:44,5,👍,,20.1.0.5822
Google Play,2025-11-05 23:54:43,1,"the app after the update is unusable slow, ugly, and unintuitive it feels like Ai slop in app form don't buy anything from hp as they will scam you by making their products worse don't buy and don't get close to hp they might even ad a boohoo sorry for you issue and then do absolutely nothing about it becaus they never did consider this a warning if you're thinking of getting hp",,20.1.0.5822
Google Play,2025-11-05 14:30:06,1,Can not get it set up and I have it. Working for all of my computers???,,18.10.0.5530
Google Play,2025-11-05 14:19:04,1,more awkward to use than previous version.,,
Google Play,2025-11-05 13:51:53,5,5 star,,20.1.0.5822
Google Play,2025-11-05 12:35:56,1,Slow and the latest update made it impossible to print in black and white. I had to uninstall it for it to work again,,
Google Play,2025-11-05 11:19:34,1,no help,,20.1.0.5822
Google Play,2025-11-05 11:09:00,1,boaring Interface this app .,,
Google Play,2025-11-05 10:33:39,5,Very helpful app!,,20.1.0.5822
Google Play,2025-11-05 10:14:04,3,"would be 5* if the document feeder would feed the scanner, rather than have to load multiple paged documents individually sheet by sheet, onto the scanner window.",,18.10.0.5530
Google Play,2025-11-05 07:46:19,1,"WORST NIGHTMARE!!! Very disappointed with HP’s ink subscription. I was wrongly charged for 135 pages when I’m on a 50-page plan. I print only school materials for my kindergartener. Support ran tests, said the system was right, and refused a refund. Not only test pages weren’t canceled, now the system is counting the double of pages they used. I’ve been a loyal customer, but this feels unfair and dismissive. Still waiting for help.",,20.1.0.5822
Google Play,2025-11-05 07:09:28,5,okay😁😁,,20.1.0.5822
Google Play,2025-11-05 05:48:19,1,Since the update this app is useless. It actually deleted my HP7740 telling me it is no longer supported. After a hard reset of the printer (per customer support) I cannot add it to my account and lost 98% of it functionality! Really need full function of the printer!!,,20.1.0.5822
Google Play,2025-11-05 04:33:31,3,very slow to initiate,,20.1.0.5822
Google Play,2025-11-05 00:55:02,1,You need to sign your life away in order to print on your physical device at home. Never gonna get HP ever again under no circumstance. This company is pure evil.,,
Google Play,2025-11-04 22:48:42,5,"I have an laser printer hp136w. after the recent hp printer update, I am unable to print directly from my mobile A73, 5G phone. if at all I need to print, I will hv to restart my andiriod phone to get into hp app. kindly look into and do the necessary coding corrections. Thanks in advance Raaman Rangan Sridevi",,20.1.0.5822
Google Play,2025-11-04 22:16:29,2,"Hard to get things to work the first time, rarely a smooth process. Today it was not able to save any of the scans i took in pdf format. After scanning a bunch i went to attach to my email and it said the pdfs were empty... I had to start again.",,20.1.0.5822
Google Play,2025-11-04 19:33:51,5,very good Application,,20.1.0.5822
Google Play,2025-11-04 19:02:52,1,Why do I need to sign in to print or scan. which idiot decided I need to sign in to use features that work over local network. I expected this to be removed with the ui revamp. Waste of time.,,20.1.0.5822
Google Play,2025-11-04 14:46:16,4,love it,,20.1.0.5822
Google Play,2025-11-04 14:23:36,5,Amazing and easy to use. Much faster than our last printer/scanner.,,20.1.0.5822
Google Play,2025-11-04 13:27:39,3,"It's a bit slower than the old app and I was expecting to have some widgets, mainly a shortcut to the Fax.",,20.1.0.5822
Google Play,2025-11-04 11:20:44,1,horrible I moved to a new house so I had to install this app to be able to redo the Wi-Fi to use the printer but this app is basically a shopping platform for new products because the one they sold you is already not working even though I'm in the warranty but I still can't get help on the product because I'm in Mexico I purchased the product in Mexico but I can't get warranty assistance because I'm here,,20.1.0.5822
Google Play,2025-11-04 11:16:52,1,"Edit: after another extremely I final frustration with this app and this service is profound. It takes so long to log in and even longer to find the right menu to make adjustments to a subscription. The entire subscription model seems designed to extract money from customers, even though the printer has ALREADY BEEN PURCHASED IN FULL. I have already bought ink and have already bought paper - but at any time the printer could either stop functioning or cost me a surprisingly high amount of money.",,20.1.0.5822
Google Play,2025-11-04 11:16:08,2,"I accidentally enabled the Private Pickup Files option on my printer. Although I have disabled this setting, it still shows as enabled. When I try to print documents using the Print from Anywhere feature, the documents do not print directly — instead, they go into the Private Pickup Files queue. Please help me completely disable the Private Pickup Files option so that I can print documents directly using Print from Any",,20.1.0.5822
Google Play,2025-11-04 09:34:06,1,"It's been a while since the redesign already... What used to take a single tap on a configurable main screen became many loading screens and taps and scrolling to finally do what I want. That is NOT an improvement. I work with this, and these changes make everything much slower. And for all of this nonsense now this app is twice as large. Also, change the colour of the cropping guide; it's white on top of white, you cannot see it. No improvements so far and nothing new to justify it.",,20.1.0.5822
Google Play,2025-11-04 08:44:41,5,"Great app, easy use",,20.1.0.5822
Google Play,2025-11-04 07:45:55,4,it is not quick and easy.,,20.1.0.5822
Google Play,2025-11-04 07:09:28,5,amazing just amazing,,20.1.0.5822
Google Play,2025-11-04 06:57:49,5,Awesome,,20.1.0.5822
Google Play,2025-11-04 06:49:29,1,"Worst experience, every now and then it has some kind of errors, the software doesn't deduct printer some time. We have to reconnect again and again",,20.1.0.5822
Google Play,2025-11-04 05:37:17,5,Great App.,,20.1.0.5822
Google Play,2025-11-04 05:02:04,1,"worst app, its not reponding",,20.1.0.5822
Google Play,2025-11-04 03:45:04,1,cant use on my phone!!,,8.6.1.65
Google Play,2025-11-03 22:42:44,1,"This used to be Smart, it should be named HP Dumb now, after updating it. I can't find or use anything anymore, as the home screen is forcing me to connect to my physical printer, which at times, surprisingly, is left at home.",,20.1.0.5822
Google Play,2025-11-03 22:23:20,1,"As a business owner I did not appreciate how hp blocked the ability to print from a machine in which I paid for. My printer became a useless dust collector that would not allow me to use any of its functions UNLESS I subscribed to one of hp's payment plans -- if hp is going to control the functions of my machine that I paid for, then they should have paid for the printer and then offered the payment options. I feel that HP owes me a refund.",,20.1.0.5822
Google Play,2025-11-03 20:25:27,1,this app stopped supporting flat bed scanning. it can not detect document. it only takes scanning from document feeder.,,20.1.0.5822
Google Play,2025-11-03 20:10:23,1,stupid app never works right now it's just a blank white screen!?,,20.1.0.5822
Google Play,2025-11-03 19:55:54,3,"after the update, the app takes ages to open. The previous version was good",,
Google Play,2025-11-03 18:25:12,1,"garbage app, doesn't integrate well into the S25 Ultra and constantly has issues staying connected to my LaserJet. no other device, computer, or app has trouble with it.",,
Google Play,2025-11-03 16:15:10,1,"always need to input pin, but always send an error message",,20.1.0.5822
Google Play,2025-11-03 12:56:50,1,Trashhh.. use 3rd party app more easy than this official app..,,20.1.0.5822
Google Play,2025-11-03 12:26:50,5,It's great to be able to fax a paper document scanned on my printer from my phone.,,20.1.0.5822
Google Play,2025-11-03 10:24:07,1,"Update: This app just gets worse. Most of the time, it won't load up even after 3 or 4 tries or after restarting my tablet. I hate it. I'd give it minus 5 Stars if I could. This app makes printing a pain in the proverbial. I print something, and the next item returns an error. I have to power off to overcome the errors. It also doesn't always access my albums, so it can be a pain to find the picture I want by date. Printing without the app is even more problematic.",,20.1.0.5822
Google Play,2025-11-03 09:39:35,1,"It is not made to help the end user. It is only made to make money, even if they have already made money with the purchase of the printer. The app is mostly to sell you a subscription to fully use an hardware you paid for. In addition, scanning with the app is capped at 300 dpi. For more dpi you also need to install the app on Windows: what a weird customer experience",,20.1.0.5822
Google Play,2025-11-03 08:13:09,5,Had this a month and have not hooked my printer up yet. But Hp has always been my favorite and best recommendation. Easy. Affordable options. Accessories and Accessibility are prime. ❤️,,20.1.0.5822
Google Play,2025-11-03 06:43:00,1,HP Smart is no longer compatable with chromebooks. Could you get this sorted pronto. Looking at all the other complaints posted shows the contempt you have for chromebook users.,,20.1.0.5822
Google Play,2025-11-03 06:29:18,1,"Worse than ever before, works <10% of the time. I used to just blame the hardware, now having a software issue too",,20.1.0.5822
Google Play,2025-11-03 05:14:15,5,"gave me trouble at first but once I figured it out, it became an amazing companion app for my printer",,20.1.0.5822
Google Play,2025-11-03 04:54:12,2,"I hate that I pay $40 a month when I rarely use my printer. Not to mention that I usually have to call customer service when the printer doesn't work. As much as I've been paying & the amount I paid when I ""bought"" the printer & laptop, I should own them now.",,20.1.0.5822
Google Play,2025-11-03 04:48:47,5,super,,20.1.0.5822
